Sentence,Fear,Split
I hope your mom gets home soon too.,0,0
"Since I am employed, we make too much to qualify for state assistance.",0,0
This is horrible news to hear and I am in tears as I write this.,0,0
I understand you worrying.I've had so many scares I can't count them.Now I just wait patiently and hope for the best.Wishing you a good report.Please let us know when you find out.,0,0
Hoping for answers when you go in today- Positive thoughts my dear Tasha,0,0
Anyone else tried it before or after treatment?,0,0
I am new to this site and wondering if you can help.,0,0
"Dress warm and no zippers, the room where the scanner is has to be freezing cold.",0,0
"And I pray for strength & healing for you & him, in the name of JESUS....Amen.",0,0
Best of luck getting *completely* out of our Baldies Club!,0,0
Hope that you do well on the Alimta and your side effects are minimal.,0,0
"Unfortunately, it is more aggressive in women under 40, and there are more and more 30-somethings (and even 20-somethings) being diagnosed every day.",0,0
"Unfortunately, there's no magic trick to this.",0,0
"But the malignant ones need lots of follow-up, so I don't know why they would deny scans if that were the case.",0,0
I was diagnosed with ductal carcinoma in situ.,0,0
"I've been wanting one for awhile, every time I see a <PERSON> informercial.",0,0
I was diagnosed with Stage IIIa non-small cell lung cancer in 9/03.,0,0
"Oh well, another thing to live with I guess!",0,0
I am glad you were able to edit your post and take your address off!,0,0
Did you bother to consider that you posted on Friday evening of a holiday weekend?,0,0
"Vasco has lost his own thread, I am sorry to say that I have participated",0,0
Just being able to sit ant talk with someone who knows what you are going through can make all the difference.,0,0
I now cannot lift my left arm and need therapy to help.,0,0
But especially for you because no one things about the caregivers and how hard,0,0
I'm very sorry for your loss...you will be with him some day.,0,0
"I love reading your comments to others, you are such a brave man!",0,0
"Kathi,
Good to see you post.",0,0
"It's been a while since I've checked in, but I am finally pad free (surgery was done back in April).",0,0
"It doesn't hurt, just a little uncomfortable at first.",0,0
"Even the best, even with the newest MRIs.",0,0
How lucky were you to have her as your social worker!,0,0
Now I'm watching my husband and life partner of 54 years slowly die with this horrible cancer.,0,0
Im new to this site and appreciate any conversation.,0,0
We have never known anyone with C before.Meanwhile my mother is a 12 year stroke survivor who manages very well but has aphasia (cannot speak properly) so her communication level is diminished.,0,0
I have not read anything so clearly explained when dealing with post-op PSA scores.,0,0
You'll find this group very open and very caring!,0,0
Some people have used these supplements in lieu of chemo.,0,0
I have non small cell lung cancer stage 4.,0,0
We will contine on and keep hoping for good news but right now it is mostly waiting and hoping for some improvement with the leg issues.,0,0
12 weeks with Taxol then 1 full yr. total.,0,0
I read your post and had to smile.,0,0
I had to carry ice packs to numb my feet and hands throughout the day.,0,0
"If you ever need someone to talk to, I'll be glad to listen!!",0,0
Today is the day we are putting up our tree and decorating it.,0,0
Your posts (and rants) are always a joy to read and a new insight to wonder about.,0,0
"My case was particularly bad, as I was in the 10% that get rectum burned ulcer & damaged anis.",0,0
a very special lady is having a very special day!,0,0
"I've used up most of my sick and vacation leave on my treatments, so this is a long-awaited weekend for me.",0,0
"Congrats that is such wonderful news, celabrate and don't stop the dance",0,0
"Also it, of course, had some seats with swan carvings, etc.",0,0
"They say that the recovery from the biopsy (bleeding, Inflammation)
is an important factor to the success of the surgery.My biopsy results are: 1 out of 12 tissues was found with cancer.",0,0
Thanks for sharing and I'm glad <PERSON>'s doing good.,0,0
I had Taxol #2 and I can't sleep.,0,0
Also there are some new clinical trials coming up for sclc.,0,0
It was crazy and lasted for about 2 weeks.,0,0
Most of her nasty symptoms were from radiation.,0,0
"Hitting that ""Like"" button again!",0,0
"And your mom, she must be very special as well (it's in the genes!).",0,0
is that only if they dont catch it in time??,0,0
"In my experience, singular that it is, when I have decided to take any step whether buzzing my hair or revealing my hair, it was when I felt ready, and spur of the moment, on  my own terms and that is important!!!!",0,0
Boppy already said she can't make it.,0,0
"Dear Chen, You have such a beautiful gift and along with your special friend created a lovely masterpiece.",0,0
Sorry to hear about your MIL.,0,0
My doctor said that I am not a candidate for Watchful Waiting because of the Gleason Score.,0,0
"How do you do that.. yes she moves very quickly... but I love <PERSON>..♥
~T",0,0
wow thanks for posting it helps us to keep hoping.,0,0
"lymph node, that is apparently rare and cannot be removed through surgery.",0,0
I believe each cancer survivor is an individual with individual needs and unique circumstances.,0,0
Just know that I am sending you lots of hugs and prayers.,0,0
"I have always been strong and  am a survivor, but even the strongest need support from time to time.",0,0
"Could not agree more girlfriend- I for one am happy to be alive and well enough to enjoy the angel food cake I am now having for dessert -I am very grateful to my team - surgeon, pulmonologist, oncologist and family doc - and all my new friends here - enjoy the season including the egg nog -Peace - connie - from the Big Easy but on my way to family in Canada for Christmas.",0,0
I have a large 8cm tumor in my lower left lung.,0,0
"<PERSON> the ""burning"" sensation turned out to be nothing of concern, and that you're healing so well - good news!",0,0
My tumor was in my lower left lung as well.,0,0
"I feel so much better when I hear from you, its like youve been there done that.",0,0
You will find tons of information and advise from ones who have gone through exactly what you are going through now.,0,0
Love the good wishes and always thankful for another year!,0,0
He gave her many vegetables with anticancer properties to eat along with the traditional radiation treatments.,0,0
"Dear Friend,I have not been checking the discussion board regularly, and have only now learned of your disappointing report.",0,0
"Even then, he has to take tiny sips.He's currently on Alimta every 21 days.",0,0
Thanks <PERSON> for sharing the thank you note.,0,0
During the healing process you need to eat a well balanced diet.,0,0
Then I started reading what was written for doctors.,0,0
"Unfortunately, she recently passed away.",0,0
The report states: Increased left perihilar infiltrative markings.,0,0
"I don't know where you get your information, maybe you are a doctor?",0,0
Hang in and tell those doctors to be more positive!!,0,0
This is my wife's account but she can't use it.,0,0
My Dad is getting the hormone therapy too!,0,0
Sending late wishes your way - hope your day was filled with everything you love best!,0,0
As to you dr.s remarks about Dr. <PERSON> I have some very interesting info that you may wish to have for your future conversations and possible evaluations of other doctors.,0,0
I love you all and am very happy to be here with you.,0,0
"My husband was diagnosed with undifferentiated  SCLC, with mets to the brain and liver.",0,0
"Thank you for being, YOU.You are my special friend ...A SPECIAL friend is hard to FIND,
 Hard to <PERSON> and impossible to FORGET.",0,0
I'm sorry to hear of your mother-in-law's troubles since her diagnosis--  and I sympathize.,0,0
Also take time for your self.The support groups will be a tremendous help to you and your husband.,0,0
Lots of people live for decades with just one lung.,0,0
<PERSON> - good news - eyebrows and eyelashes come back quickly!,0,0
"So far so good, my next lung ct is 11-7.",0,0
I am happy and hopeful for you too.,0,0
I am sending lots of good luck and prayers for him.<PERSON>,0,0
It will block my estrogen which my tumor was made up of.,0,0
"I knew that UCLA offered it, as do other university medical hospitals such as Harvard and Stanford, but it makes no sense for me to get CK treatment there (even if it's free), since it's available at UCSF and my treatment should be covered entirely by Blue Shield.",0,0
"If any of you have any recommendations, please let me know.Thanks.",0,0
Okay it's getting late- I'll hush-but I am glad You're still here-Congrats!!!!!,0,0
"He oesnt want hospice, not yet",0,0
So keep a positive attitude and surround yourself with loving people.,0,0
I'm also about an hour north of phila!,0,0
I am tired of being tired and sitting and resting.,0,0
"However, I still have to wear a light-to-moderate control pad (Dignity ThinSerts), and lately they are becoming less effective.",0,0
"That is wonderful news to hear, one hurtle down and one more to go.Wishing you all the best
Hondo",0,0
"After my surgery, my surgeon recommended an excellent local therapist who specializes in cancer care.",0,0
"Yes, I would very much like their address also.",0,0
"I actually looked forward to my <PERSON> ,it was a good seven hour escape from home!!!",0,0
You mad me feel so hopeful when I was first told I had cancer.,0,0
It kills the cancer without harming normal cells and it also prevents the cancer from spreading.,0,0
Hey <PERSON>.. glad to see youstill doing good...,0,0
I am going on with my life no matter what.,0,0
"A year ago last month, I had VATS surgery on the left lung.",0,0
"And my insurance, while excellent, is linked to the hospital itself.",0,0
That is so nice of you Margo and Jake!,0,0
My husband and I had a huge fight last night over something minor and fixable.,0,0
Follow docs orders and you will be fine.,0,0
He continued radiation and it lessened his pain considerably.,0,0
I just have the 4 dots.....and that hurt!,0,0
I worried that it would cause permanent brain damage.,0,0
Both mom and baby are doing very well.,0,0
I've gotten great suggestions from this group and am hoping for more.,0,0
You don't need to make your exchange at the time of your exchange.,0,0
It was at least 3 months before I regained any semblance of normal breathing but it is much improved.,0,0
Is it all a hoax and money making scheme?,0,0
"So, while I understand and respect her decision, I'm not in total agreement with it.",0,0
He is Stage 4 with mets.,0,0
"{{Hugs}}
<PERSON>
No Jesus No Peace
Know Jesus Know Peace
*Having a somking section in a resturant...
is like have a peeing section in a pool!",0,0
Have someone with you at all times to take notes or bring a tape recorder.,0,0
At least I will be able to start the exercises tomorrow.,0,0
"now since my radiation,and I'm left with (brown)radiation burn marks under my left armpit and below my left breast site.",0,0
"Hi Terrified,Sorry you had to join our club that no one wants to join.",0,0
F.D.A should have banned cigs years ago then maybe I would not be in this situation to try mms.,0,0
"I get up at 4:15 to head to work so this will be no problem, I have the silly string ready!Jennifer",0,0
starting radiation soon what should I expect?,0,0
Any words of hope would be greatly aprreciated!!,0,0
I had it done 2 months ago and I'm 49 with 2 teenagers at home.,0,0
They made chocolate ones and they were so good!,0,0
"44 year old female, so very much in love with life.",0,0
Good Luck with your byopsi results.,0,0
I suffer the same thing if I have the tape on more than a day.,0,0
I was told my biopsy report was sent away for staining- WHAT DOES THAT MEAN ?,0,0
"He requires almost constant care, and I'm doing this basically by myself.",0,0
"I guess regarding your question, my father did start saying he was going to die a few weeks/month prior to him passing.",0,0
Genome remodelling in a basal-like breast cancer metastasis and xenograft.,0,0
"He is losing more weight, looking so tired, and I am so worried for him.",0,0
I started on <PERSON> and <PERSON> in January.,0,0
"SHe was told that if she does nothing, she will have 6 months, if she has the treatment, she will have a year, maybe 2.",0,0
Underlying malignancy is definitely not excluded.,0,0
Did they test for useful mutations!,0,0
we are going out for a nice quiet dinner with another couple.,0,0
I'll be there with cafe au lait and beignets.,0,0
Im fortunate of having the shortcut but how do new members find their way here?,0,0
"Has anyone had this experience, would massage therapy help?",0,0
All your talk about the best omelets ever (at an Air Force Base!!),0,0
"Hi Peggykay, I am <PERSON>, I have small cell lung cancer, it involves my left lung.",0,0
"As you probably know, most biopsy's are done with a device that collects prostate core samples with a needle gun that goes through the wall of the rectum into the prostate.",0,0
I truly am sorry you had to find this board and my prayers go out to your mom.,0,0
He was hospitalized in Fla with pnemonia for 4 days.,0,0
I have now completed 12/20 treatments.,0,0
"Hello sbw,Haven't heard from you lately and was wondering how you and your husband are doing.",0,0
"""Mine came back with a sympathy card stuck between the cheeks of her butt that said, 'From all of us at the Fire Station, Well never forget you!'",0,0
I have some coughing and now chest pains due to radiation.,0,0
"Hasn't been sick or lost weight, still eating after first 3 days of chemo.",0,0
GOOD for you to make more firsts..(if i read this correctly),0,0
She stopped the dizziness and they had taken her completely off of steroids for the brain mets symptoms.,0,0
I also had 4 tumors in my left breast.,0,0
My sister in laws Mom had breats ca.,0,0
Thank you <PERSON> for showing it to us.,0,0
Any cancer diagnosis automatically sounds like a death sentence but it is NOT.,0,0
And reviewing several sites is useful.,0,0
You are having quite a time and I am so glad you have help and aren't doing this alone.,0,0
My wife has stage iv lung cancer and still works.,0,0
This site looks like a place for support.,0,0
We'll know better once she has the MRI done next week.,0,0
Hoping and praying for good results for you <PERSON>.,0,0
"Our Prayers and Best Wishes to Everyone...,
  Dan(cobra1122) and <PERSON>",0,0
She's only been dx/d since the end of june...been through 2 rounds of chemo already.,0,0
My mom died of breast cancer when I was 6 and my sister was 4.,0,0
"Had all the steroids, anti-nausea, the whole bit.",0,0
"Life isn't fair, and you have had more than your share of troubles to put it lightly.",0,0
Diagnosed with Stage IV lung cancer with bone metastasis (hip) in January 2017.,0,0
"There is also a 24 hr support site somewhere, will try to find it and get back with info ASAP.",0,0
There is also a lot of anger issues since I was only 60 when the <PERSON> diagnosed the pc.The anger I am dealing with but how do you bring about a sense of control in your life when you have no control over the cancer returning?,0,0
Since I got breast cancer I have started a career in photography and have had several shows.,0,0
The doctors tell me that they are worried that it will be more severe next winter.,0,0
I am back on this discussion board!,0,0
Outside my backdoor awaits an abundance of flowering lillies in every color you can imagine.,0,0
Does anyone know of any <PERSON> who had good results with treatment other than surgery?,0,0
"And, if robotic is offered, there is no reason why open could not also be done.Open, however, presents greater risks of infection and greater surgical trauma, which may prolong recovery but closed/robotic surgery, while reducing those problems, requires greater skill in using the equipment and can leave cancer undectected because it is not as easily seen through the optics used.It's a <PERSON>'s choice to me but that's your choice to make if you so choose.",0,0
I wish I would of left everything alone.,0,0
The fatigue does stay with you for quite a bit.,0,0
<PERSON> has a 24 hour hotline that is answered by oncology nurses who can give you more info.,0,0
Sorry to hear about your mom.We got asked why no radiation or surgery on the tumor... just chemo.,0,0
His legs and feet are starting to swell.,0,0
Your cancer does not seem that bad.,0,0
"I hope this helps to encourage your father, they also gave me no hope of ever leaving the hospital(5% chance of survival).",0,0
I have been working from home for years and you will love it!!!,0,0
"They say it's a small tumor, but I'm still in total shock as she quit smoking almsot 40 years ago.",0,0
"Thank you for the wonderful wishes for a better, healthier 2011.",0,0
I even watched how to make a scarf out of a tee shirt.,0,0
Sorry to hear that the best did not occur for you and I truly wish you the best.I had several medical consultations and they basically said the same thing to me from what were my best treatments options to my staging… I choose to hope for the best (e.g.,0,0
"3) wore a ""patio dress "" worked perfectly.",0,0
your honesty and candor as well as the dignity with which you treat the ladies here and these issues.,0,0
"Oh as for you daughter, I have no words of wisdom....I have 2 boys!!",0,0
Hip hip hooray for your good news!,0,0
I do hope things are going well for you!,0,0
my mom has small cell carsinoma   and its not looking so good how is your husban as of today,0,0
"A visit to a cardiologist would probably be a good idea, also.",0,0
I have done nothing but research this PC.,0,0
Wishing you good luck Taleena!Leeza,0,0
Unfortunately the chemo hasn't worked and the tumour is particularly aggressive.,0,0
<PERSON> to hear that your nodes were clean!!!,0,0
Ask for strength from him and I'm sure he'll listen.,0,0
Thanks for posting such an uplifting and sweet message.,0,0
I thought it was just my wierd self.,0,0
"It was about 3 weeks after my baseball cap wearing stage, that I went naked.",0,0
I visit the Inspire web site for lung cancer.,0,0
I am posting this link in hopes that everyone will sign this petition.,0,0
<PERSON> had a quintuple heart bypass in Dec.,0,0
Good luck and congrats on being 1/2 way finished:),0,0
Make sure they are informed about the problems she had and adjustments/additions/they may need to make.,0,0
Just completed 4 rounds of AC and had 2nd round of Taxol yesterday.,0,0
I honestly looked better bald than with this sick looking new hair growth.,0,0
"Happy, Happy Birthday Dear Lanie Happy Birthday to you",0,0
"Sometimes the site refers to the site of the cancer, not the cause.",0,0
"I am currently on Gemzar, my first time around I was on <PERSON> and carbo with radiation in between.",0,0
"From what I read, the results are very favorable.",0,0
The people on this website are incredible and I am inspired by many of you.,0,0
This is great!..I will show it to my wife..thanks,0,0
"I'm 58, newly diagnosed invasive lobular low grade.",0,0
"This is her second bought with chemo, last October she was pre-leukemic so she was on Dacogen a very light chemo and she came through that with no problems other than having her leg amputated in February which was not related to any cancer issue, she's always had clots in her legs.",0,0
Thanks for all the advice.,0,0
funny Joe!I needed that and let loose on a big belly laugh!,0,0
He is also going to travel to Vanderbilt University where they have clinical trials for this exact type of cancer going on.,0,0
"OK, so I am not in the same boat that you are but I had both.",0,0
It has been 6 weeks since the end of chemo (had to stop due to weight loss and nausea)--and I stil have nausea and loss appetite.,0,0
"Normal fluid levels are between 2 and 3 TEASPOONS...no wonder I cough so much, huh <PERSON>?!",0,0
It is good to know you are at home and not in much pain.,0,0
Find ways to cope with all we are left with.,0,0
You have been thru helllll these past couple of months --.,0,0
"My PC was just diagnosed, PSA of 3.1, <PERSON> of 6 and stage 2a.",0,0
"But, surg wouln'dt sched surg til I'd seen plastics.",0,0
A lot of great vacations were done on very little money.,0,0
Can some of you ladies weigh in on how long after chemo did you begin to physically feel better.,0,0
I'm so sorry for your mom.,0,0
"I mean, lower estrogen DOES cause memory loss!",0,0
The closest I believe is like an hour away.,0,0
"Then next day, both incisions (the one where the port was inserted and the one connecting to my vein) started running, itching, and painful.",0,0
hi im on no meds appart from paracetemal ibrufan for pain .,0,0
I am suprised they offered that as they dont so much anymore.,0,0
Thanks for sharing your experiences.,0,0
Wow i was thinking only an hour or two.,0,0
Is there anyone who has gone into remission after chemo ??,0,0
"Within 12 days of finding it, I was having a mastectomy.",0,0
We're supposed to get snow tomorrow and into Wed.,0,0
But there is a lot I have not heard of that is nonetheless the true.,0,0
I have been on Xeloda since my cancer metastized to the skin on my breast.,0,0
"My cancer was estrogen positive, so no herbal supplements for me at all--no soy, either!",0,0
I appreciate your birthday wishes and am happy to have all of you celebrate with me.,0,0
It seem like you are a strong woman and deal with everything with a positive attitude good luck and stay strong.,0,0
There is no wrong decision here--just the one that is best for you.,0,0
I can see you in my minds eye~ glad your hair gave you a days laugh!,0,0
"So happy to hear that there has been no change in your husbands ""spots"".",0,0
I started my first treatment of 4 month treatments with Cisplatin/navelbine.,0,0
"As a friend said to me this week, ""Where there's life, there's hope""... and we have a lot of hope.",0,0
"If not, listen here;  My husband was diagnosed Aug. 2009 with limited stage small cell in the left lung.",0,0
My husband has been diagnosed with both about 3 months ago.,0,0
"My grandpa, her dad also died of lung cancer, also at age 54.",0,0
We have a wonderful cancer center near here.,0,0
"For the shortness of breath, I would recommend doing deep breathing exercises, a few times a day (the more often, the better).",0,0
Keeping a positive mental attitude seems to be a major key in fighting this disease.,0,0
"You can take John's Hopkins review of the pathology to the bank.....John's Hopkins pathology depart are the experts...there is a difference among skills and facilities among pathologists.Time to really really celebrate....continue with Active Surveillance.....You can play, ""Happy times are here again""Best",0,0
I have been reading books on grieving and they have really helped.,0,0
"Had some good news also, will update later....... <PERSON>",0,0
you can buy fresh ginger root in your produce section of grocery store.,0,0
I am so glad to hear that things went well for you today!,0,0
The smell of food did bother me but I maintained my weight through it all.,0,0
Especially when it was obvious I was afraid or in pain.,0,0
As usual I am awed by the research that you share.,0,0
Happy Birthday to you today!,0,0
Good luck to all of you and God bless you and your families.,0,0
They won't report 0 it's a cya thing.,0,0
"I hope everything goes smoothly for both of <PERSON>,<PERSON>",0,0
"Oh, <PERSON>, I can't even imagine how it is to have cancer when you are young.",0,0
I can imagine how disappointed you are that the chemo did not get all of the cancer.,0,0
then you get back up and continue to fight.,0,0
"Nobody knows the validity of oncotype for estrogen negative cancer, but I sure didn't like seeing that number.",0,0
"Wig free 5 months after my last chemo..short, short and curly!",0,0
If you would like to read my story it is posted on Lance Armstrongs web site Livestrong.,0,0
"hang in there post often, complain, yell, cry celebrate we are here!",0,0
My husband will also appreciate understanding why I am doing certain things.,0,0
Father also has mass in upper left lung along with the lymph nodes.....Not sure what to think.,0,0
We are surrounding you with much love and hugs and prayers.,0,0
It was packed in ice...weird.,0,0
Walk a little everyday ideally if you have someone with you that would be better.,0,0
Had my first chemo yesterday and neulasta shot today.,0,0
"He just stood there,  I said ""Am I still in your way?",0,0
Thank you quail for your service and please pat yourself on the back for me for doing what you do in the first place.,0,0
I am relieved to have this part of the process behind me and thank all for your responses!,0,0
and why when when your hair starts to grow back it grows in aplace no one would notice?????,0,0
"Still ask for clinical social worker, who will navigate you to social services.",0,0
I am feeling very well and continue to get stronger.,0,0
I recently had VATS lobectomy of right upper and middle wedge lung.,0,0
It has been difficult because I live far away so I'm not able to attend her appointments so I get all my information second or third hand.,0,0
I just want to tell you im so sorry that you are going through all this.,0,0
I echo the thought to about contacting your medical providers.,0,0
I experienced some numbness in my fingers and they're still numb.,0,0
This site is great for information and support!,0,0
"I gave her the first grandchild, a little boy.",0,0
It is an amazing site filled with amazing individuals.,0,0
I am so good at giving advice but am the worst at following it myself :),0,0
We will all support and help you as best we can!,0,0
"I really never thought of it that way, but must admit that a 2001-2008 relationship led to being known on a first-name basis by quite a few.",0,0
I only got one breast removed and the checking up on the other side (alternating ultrasound/mammogram every 6 mo) is getting tedious for these past three years.,0,0
"May you capture the joy you felt, each and every time you see this gift!Vicki Sam",0,0
My hair came back very curly and darker.,0,0
"Generally speaking, though, an adult flea only lives for 2 or 3 months.",0,0
"Of course WE find you beautiful, gorgeous, whatever adjective you want/need~ but we never see you NAKED!!!",0,0
"I recommend requesting a paper copy of such for future reference.Good luch,max",0,0
We are going to a party.,0,0
I hope your biopsy will be good news.,0,0
So sorry for the loss of your beloved wife.,0,0
I finish chemo the first week and April and then will need to start radiation about a month later.,0,0
"I still have a few left but she will be here Wednesday, LOL!!",0,0
I was very fortunate not to develop any mouth sores.,0,0
It's that exposure that qualifies her for the Tarceva.,0,0
Dont give up on your husband but try to encourage him to talk to you about his feelings.,0,0
"Major pain UNDER the operation site, like in the top rib below.",0,0
I'll be praying for you as I hope you will my Mother.,0,0
I guess in the end I know I will just have to deal with it!,0,0
"How wonderful she must feel and how great it must be for you to see her eating, drinking and moving around lots.",0,0
Get to a private doctor for a second opinion.,0,0
It is a scary thing because all that is on your mind is cancer .,0,0
"Although I haven't gone, there is a support group in west la called ""the wellness community"" There are two meetings a month for prostate cancer survivors, one is for gays and the other for straights.I've been told that at the gay group there is more knowledge.",0,0
"You have fought bc and you are a winner, a survivor!",0,0
I would appreciate any responses and as soon as possible please.,0,0
"I also had my entire left lung removed on July 31, 2007.",0,0
We're all Thinking of you.<PERSON>,0,0
"Two such pathologists are <PERSON> (FL) 305-325-5587 and David grignon (Michigan) 313-745-2520.There are various diagnostic tests to determine if there is extracapsular extension, that is if the cancer is outside the core, which will help in the decision for a treatment choice.IN  my opinion an MRI with a Tesla 3.0 magnet is the most effective test to determine small areas of potential cancers that a bone scan is not able to determine.",0,0
You are a strong individual so I have no doubt that you will fight with all available ammo and be victorious once again!,0,0
"However, if he is, I would like the opportunity to be able to discuss such things with him before he is unable to do so.",0,0
"There is no doubt in my mind that having a port is the way to go when faced with having chemo, blood draws and IV fluids.",0,0
"Had been stage 3 bc, diagnosed Dec 07.",0,0
Enjoy your very special day.Cheers --Vicki Sam,0,0
"I am so glad for your positive results, and be assured of continued prayer for the next phase!Blessings!Kathy",0,0
My father has lost 32 lbs since mid April and is down to 118.,0,0
I am hoping you have minimal to tolerable side effects.,0,0
"Hello, I just read this on the Inspire Web site today.",0,0
I also thnk it's good news that her cancer hasn't spread to other organs.,0,0
glad all is well with you and prayers for continued good reports,0,0
Will keep you in my prayers for Monday's bone scan.,0,0
My husband took Alimta but I don't recall any real bad side effects from it maybe a slight drop in white blood cell count.,0,0
They had to admit him to the hospital and they found out one of the tumors in the lung is on laying on a main artery.. And another tumor is in the wall of the lung and its collapping his lung.,0,0
"It numbs the throat area, which is supposed to help.",0,0
Seems like I am getting in some form or another (howbeit usually mild)just about every single side affect they warned me about.,0,0
we were so nervous when we heard you were back in the hospital Whew!!!!,0,0
"So, with her support, he's having her do all 6 cycles since this is the one chance to hit it hard.",0,0
My wife has no mutations so how is it she has cancer?,0,0
"He didn't have leakage with the first surgery, but when he came back 2 wks after for his pulmonary function test he had a blow-out if you will from the chest tube site.",0,0
The MRI replaces the normal CT for a closer look at the brain.,0,0
"I hoped a had a spectacular Birthday filled with love, laughter and joy.",0,0
"That was in July, and he had vision issues, balance issues, and confusion issues.",0,0
How exciting to be waiting on a new,0,0
99.99% sure at your age it isnt cancer.,0,0
I am thrilled and consider myself blessed because this only lasted about two days.,0,0
"Happy birthday everyday, if you get to that age and still having sex.",0,0
I hope tonight and tomorrow I feel as well and as well with all the treatments.,0,0
"1 in left upper lymphnode, 2 in lower left lung and nodules in middle chest followed by 3 new small tumors in brain.",0,0
Cancer is back in the left lung and now I have it in the right lung with lymph nodes involved.,0,0
I am new at this and not sure if I am duplicating this or not.,0,0
I was bald as a cue ball in a very short period of time.,0,0
The nurses at the chemo lab were soo good at putting it in.,0,0
"Gotta get to work, thanks!!",0,0
It will bring hope to many!,0,0
"I am still wearing some of those hats, now that it's getting cold out, over my new hair.",0,0
I was so excited I could hardly restrain myself.,0,0
"The second cycle I crashed, I had a very bad reaction and had to be hospitalized.",0,0
You are allowed to get all your reports after the doctors write them.,0,0
That's wonderful news thanks for sharing and caring.,0,0
Of course I don't have a normal job I work for the Post office.,0,0
Thank you Sisters for all the warm wishes!,0,0
I was hoping that my urges to urinate and have a bowel movement at the same time would decrease.,0,0
I can not believe these statistics!!,0,0
Two days after operation I was standing and walking in the hospital’s corridor (a sort of squared ring of 350 meters long) pushing a tripod with attached medicine tubes and catheter sac.,0,0
Sometimes rehab can help reduce pain by increasing muscle strength.,0,0
My wife has assured me that if we can no longer have sexual intercourse it is not a problem.,0,0
Appreciating any in put from you and hoping that god blesses us with a miracle this holiday season.,0,0
"Sorry I cannot remember, I gave my book to a friend who is battling this disease also.",0,0
"Age 43, NSCLC Stage IIIB, DX 12/23/02, Right Pneumonectomy 01/15/03.",0,0
that's all.,0,0
A right upper lobe spiculated nodule was found on a ct scan of my neck I had after a car accident.,0,0
They are a wealth of info and support groups.,0,0
"He is a very stubborn Irishman and said ""Oh it was only 5 minutes from home"".I will let you all know when he gets the results.",0,0
"Just breath and know that if this were a cancer, it will have been caught very early and very curable.",0,0
I had a lump on 6/21 and a week post op my surgeon went over the pathology results.,0,0
I would love to get comments from any others on this subject as we hope the week ahead will be decision time.,0,0
"Pet scan shows all cells in large tumor are dead...other areas still have active cells, and doctor is attempting to control those.",0,0
Hopefully in early September she will be able to start <PERSON> (as long as no active brain mets),0,0
The local newscast is reporting all the results from all venues so far.,0,0
This is a good site but not as much traffic.,0,0
mine was stage 1 with the her2 double negative and the limpnodes all clear  i am getting 4 roundsdox& cyclop then 4 rounds of paclitaxel then 30 rounds rad then herceptin for one year plus i will be taking arimidox for 5 years,0,0
Did they ever give you a stage and did you ever have any treatment at all other then the catheter?,0,0
Has it worked for you?,0,0
I then had 36 radiation treatments to lung.,0,0
Good luck keep posting so we can know how it's going.,0,0
I feel I need to take a short break to get all of the ideas in perspective.,0,0
"Long enough that you should make yourself healthier, if possible, to avoid alternate morbidity in your extended future.",0,0
It makes me feel not so alone in this battle.,0,0
I saw my rad onc last week for my 6 month check-up.,0,0
Lots of information and the cancer should be tested for biological markers to identify what treatment will work best.,0,0
"Luckily, the drain has helped and she is breathing better and in better spirits.",0,0
Woke up today and it is like nothing happened.,0,0
"A perfectly healthy, beautiful cat, now dealing with 2 illnesses.",0,0
Another bright light glowing in Florida for all my sisters.,0,0
"Best to you and Merry Christmas,Carol",0,0
It's funny because it still feels numb too.,0,0
What a wonderful way to start the year!,0,0
Im sure you can immerse yourself in all your wonderful memories.Look at your children and smile...,0,0
There is a great journey for you.,0,0
Soccerfreak has said it all very well and has great recommendations.,0,0
Wishing you a wonderful day and many more...,0,0
I have heard that the cream lili mentioned is very good.,0,0
I think it's great to get surgery for those who do want it.,0,0
Thank goodness for Blue Cross because it is expensive.,0,0
"Get second opinions from a doctor you trust, particularly from a medical oncologist.I wish you the best of lucks in your journey.Hope for the best.VGama",0,0
"But, if left untreated..it could turn into invasive cancer.",0,0
"If they have to do a biopsy, INSIST that they do mutation testing.",0,0
I wound up spending 4.5 days in ICU and 3 more days in general room.,0,0
His wishes are important but he may no longer have the ability to decide for himself what is best.,0,0
"In general, the women on this site were already diagnosed with bc.",0,0
She has been through so much and I want to be strong for her through this journey.,0,0
Thanks for the web site.,0,0
Please keep us posted as you feel up to it.love and hugsmarge,0,0
Two tumors in the mediastinum and a met on the left humerus.,0,0
My closed friends thought  that my husband might change his mind about divorcing me after he knew about my breast cancer.,0,0
I am having alot of trouble with my left arm.,0,0
I had <PERSON> radical  prostatectomy surgery in Dec 2013.,0,0
I must give credit to my lord now for it is only through him and his healing that I am here today.,0,0
I had an upper left lobectomy 16 mos.,0,0
I would like to share something with you.,0,0
I was on an antidepressant prior to bc and found that one of the wonderful things it did was to take care of my anxiety.,0,0
It wasnt red it was dark colorgel consistancy..,0,0
"Nancy,
Miss a bus ride and all that racous fun, no way.",0,0
Some cancers can return very agressively after treatment is stopped.,0,0
I used it and it worked!,0,0
"After a visit with an oncologist, I was advised that I should have a bi-lateral mastectomy.",0,0
"We all have at several points of this ""journey.""",0,0
Hoping you got a great night's sleep after getting this really great news!,0,0
Usually they monitor it by rescanning in 2-3 months.,0,0
