Sentence,Trust,Split
Humidity levels and high and low atmosphereic pressure greatly affect it.,0,0
"But, I'll say a special toast for a healthier New Year for all of my friends here while I sip my glass of cranberry pomegrante juice and the ball falls :)
dmc",0,0
Most hospitals have a social worker or a patient advocate that you can call and get some one-on-one.,0,0
It's just something I don't have the time or energy to worry about.,0,0
The American Cancer Society gives you one for free.,0,0
I'm really tired and I was sick to my stomach but the Dr. gave me pills to take for nausea.,0,0
His cardiologist suggested testosterone shots.,0,0
My doctors were actually glad when I asked for a second opinion.,0,0
Our bodies have gone thru a major trama undergoing major surgery.,0,0
If you live in california there is a state program that guarantees treatment for cancer patients at no cost if you cannot afford insurance.,0,0
It worked to make us slow down and feel better.,0,0
I'm just happy to close this chapter in my life after 1 year and 5 months.,0,0
I too had a Lumpectomy on left breast....and 19 lymph nodes were removed from under my left arm.,0,0
Years after left mastectomy with node removal and left frozen shoulder.,0,0
My husband (<PERSON>) was just diagnosed stage IV nsc <PERSON> cancer.,0,0
The first 2 treatments weren't bad but everyone after I was sick.,0,0
They are trying to achieve low blood counts because that means all cells are being killed.,0,0
I apologize if I didn't make myself clear!,0,0
Yesterday my daughter called my cell phone and left a message.,0,0
"As if BC wasnt enough, sorry about recent events Cyber hugs !!!!!",0,0
She under went 6 weeks of radiation treatments.,0,0
I know you are sick and tired of being sick and tired.,0,0
I have 19% growth from scan in Dec to Feb in my left lung.,0,0
Just diagnoses with large mass in left upper lobe via CT scan.,0,0
My mouth is better but still hurts and can't taste food.,0,0
I m very upset.My mother had 1.5 cm nodule on right  upper lobe.Doctor dod operate her and her biposy came adencarcionma well diff.They were unable to find cancer orgin.she was digonsed 5 yrs uterus cancer and was in remission for 5 yrs.,0,0
At the end of the tube is a small camera to guide the doctor and also has the ability to take a sample.,0,0
"First time in about 25 years I think, and back then it was a rare event too.",0,0
He referred me for a bronchoscopy where they will biopsy the mass in my right lung and also my mediastinal lymph nodes.,0,0
Some won't go because they are afraid it is something massive and scary like lung cancer.,0,0
"My husband <PERSON>, who had ext sclc, passed this morning at around 5:25am.",0,0
I decided to come here so you would all know I did not disapear!,0,0
"The last result (1.41) could very well be your nadir but you need to certify it Here are some links of interest to you; Best wishes,VGama",0,0
I politely thanked him and when I got home I threw them out.,0,0
I'll be there bringing cafe au lait and beignets.,0,0
I will never forget any of it.,0,0
Now just zap that tumor out and your all NED.,0,0
Together as a group we will conquer with your guidance and support.,0,0
She said there is no indication that cancer has spread.,0,0
My aunt was diagnosed with lung cancer.,0,0
I was dxed 2b lung squanous in 2005.,0,0
that is what helps the good cells fight the bad cancer cells.,0,0
"Ordered it medium rare, came well done...lol!",0,0
dr said he will resume chemo but we'll see what happens with the radiation.,0,0
He wants me to exercise a minimum of (1) hour a day & keep postive.,0,0
:-) That is quite another milestone!,0,0
I am glad you were able to edit your post and take your address off!,0,0
Just read back through several months of postings on this forum to get a sense of how widespread this problem is.The average lifespan for any newly diagnosed prostate cancer patient is 15 years if untreated.,0,0
 Happy to hear that the AS path that you have choosen has been successful to date.,0,0
"Vasco has lost his own thread, I am sorry to say that I have participated",0,0
It was a long slow recovery (at least from my point of view).,0,0
He started to take morphine against the starting pain (skeleton) and lost a lot of energy.,0,0
I'm so scared and nervous for my son.,0,0
It's a more active web site for lung cancer.,0,0
"If it is, is it ductal or lobular (invasive ductal carcinoma or invasive lobular carcinoma)?- What is the tumor grade (scale of 1 to 3)?These factors, plus tumor size and whether or not she has any positive lymph nodes (which, as Roseann said, she won't know until after surgery), are kind of the basic ones in starting to determine a treatment plan.<PERSON>, I don't know anything at all about uterine cancer, so I may be telling you things you already know.",0,0
Statistics can often be made to say what you want them to say.,0,0
I am a wreck but a caregivers by gift.,0,0
The medication I took for acid reflux caused diarrhrea so I stopped taking it.,0,0
Dennis just completed his final chemo session last week.,0,0
I am sure that anyone who has had a mastectomy feels this way.,0,0
I did reply to your other post on mouth sores.,0,0
Would like to know how this has affected others and kinda what to expect with #3.,0,0
His chemo side effects were awful lost 30 lbs...hair fell out...weakness...numbness in hands and feet..ect.,0,0
This procedure and isotope is not done in every scan lab so some effort and  perhaps a little travel may be necessary.,0,0
You will do fine ..Hang in there <PERSON>,0,0
"So, I don't think they can always find hot nodes on scans, especially if they're deep.",0,0
"I dont even have an oncologist yet, they were supposed to call me back yesterday.",0,0
"Hi everyone,
My mom finished radiation for her lung about 1.5 months ago.",0,0
The hormone shot causes a complete and total shutdown of all things sexual among other things.,0,0
Please read <PERSON>'s post to your husband and MAKE him listen!!,0,0
we can copy & paste to her facebook??,0,0
I drift off about 1/2 hour after taking it.,0,0
"I'm listening to the doctors too, but sometimes it's hard to make any sense of it all.",0,0
it could have detected a tumor at an earlier stage.,0,0
"Hightide, that was thoughtful of you to think of Guards and me while you are out vacationing.",0,0
I am extremely impressed with the view point.,0,0
I'm also getting giant headers then back to normal size.,0,0
JMI am sorry for the news.,0,0
My breast cancer is back in the same breast that the ugly beast was in last time.,0,0
12 weeks with Taxol then 1 full yr. total.,0,0
My husband was recently diagnosed with stage III B Lung Cancer.,0,0
I didn't want to believe something was wrong with me either and I put it off for about 3/4 months and ended up having stage III breast cancer.,0,0
That scared us...I know what kind of doctor that is.,0,0
It keeps me awake if I take it a bedtime.,0,0
"My case was particularly bad, as I was in the 10% that get rectum burned ulcer & damaged anis.",0,0
"I am a surviver, and if yours hasn't spread anywhere else you can be to.",0,0
My mother is ill and I'm unable to help her because of what I'm undergoing.,0,0
Everyone has given you lots of good advice.,0,0
That is awesome so sorry it has been so hard,0,0
I am now totally bald and have no eyebrows or eyelashes and I am wearing turbins all the time.,0,0
Have a happy life and have a great day :),0,0
I used creams but it went away  after taxol was done and my skin looks great.,0,0
It's good to know that I am one of many!,0,0
I know exactly how you feel and I can't tell you what an amazing step,0,0
thanks for the reply--what method of treatment are you deciding on?,0,0
My late wife was advised by her local doctor about becoming chemobrained during her non smokers lung cancer which metatisized to her brain.,0,0
"But, yes, infections frequently appear very much like a cancer on film.",0,0
It was wonderful to find this site and to hear from you.,0,0
Comes in a bag that has 12 individual snacks inside.,0,0
"I am totaly serious: the insights from all of you guys who responded here at the Board were all significant in assisting my decision, including any recommendations for surgery.max",0,0
I have been reading about a t nox a blood test to detect lung cancer,0,0
"After what you've been through why should you
have to live up to standards that you don't expect others to do??",0,0
They wanted to place her on major steroids for an additional two days and offered hospice.,0,0
My doctors left the rad decision to me.,0,0
thank you again for your help,0,0
Monday mornings I was up and commuting an hour to and an hour from work.,0,0
"!There is another, dutch ball that drops.",0,0
I had another <PERSON> (same side) 4 wks ago.,0,0
"Hi Shellrae, by coincidence, I thought this morning that my lashes were thinning out again.",0,0
"Most days, I'm pretty even but I do have some ""blue"" days.",0,0
He has had several MRIs to my knowledge but I will pass it on.,0,0
"With 5 of 12 cores positive, I don't think that HIFU is a good option.",0,0
My left hand started swelling at the last week of radiation.,0,0
Truly I hope you have the best of birthdays and celebrate like crazy.,0,0
"Sending love and [[[[[hugs]]]]]]
dh",0,0
We are all still in disbelief and would really appreciate some positive stories and just let us know that there can be light at the end of this long road he is going to face... We are going to find out the final results on Thursday as the preliminary results were Stage 3B... we are praying that the doctors will come back with better results.,0,0
The fever would suggest infection of some sort.,0,0
After a couple of months of treatment they finally were able to do surgery and remove the left upper lobe of my left lung.,0,0
"I am so sorry, and I feel like I know how you feel.",0,0
I hope the <PERSON> in Iowa likes it when she gets it.,0,0
I wish everyone had the same effects but as you see here it varies.,0,0
Knock on wood so far it is like it never happened.,0,0
"I love it here, too...and the snow and ice in the winter, green in the summer is fantastic!!",0,0
"Others are benign, untreatable, and very life threatening.",0,0
He had to fly to Texas at MD <PERSON> to be admitted but treatment was administered here in Michigan.,0,0
nobody gives you the guidebook on how to do this.,0,0
i have talked to many other men who have taken lupron and they have gone thru some terrible side effects.,0,0
"Hi bugsy, sorry haven't gotten back sooner ,but have been ill with flu .",0,0
But you just can't beat a chocolate covered cherry martini!,0,0
I knew it would not be forever and one day I would be tasting again.The biggest bummer was that my 44th birthday was just 2 days after my 4th chemo.,0,0
"Best of luck to you and your friend, and stay in touch.",0,0
My point is that the doctor's statement is very vague.,0,0
I had chemo and radiation and here I am over 8 years later.,0,0
Bone scan showed left hip 6% lose since last scan.,0,0
"As far as exercise, the knee chin touch kind of sit up, does that make any sense?",0,0
After AMS implant,0,0
I had my left breast removed and the left arm and hand is the worst.,0,0
Docs can biopsy lymph nodes but have no way of knowing if a cell has entered one's blood stream.,0,0
Love the good wishes and always thankful for another year!,0,0
I spent one night in the hospital after my left breast mastectomy.,0,0
She's being treated at the Seattle Cancer Care Alliance.,0,0
"It truly is not fair, but I know you will continue to fight.",0,0
"Be there for her, if she wants to talk about it, lisen.",0,0
"I was down to 97 lbs due to stress-I work in a school and parents would say to me ""you have to eat , you look like you are dieing""HOW DID they not know I was not sickly-and just stress?IF I HAD been deathly ill I am not sure HOW I would have taken it!Denise",0,0
Appreciate the info and concern.David,0,0
"By being diagnosed at this time in history , gives us the most important factor in the equasion for
succesful treatment...TIME...Medical science is progressing at a very rapid rate and who knows what will be descovered in the battle of the ""beast"" in the near future.",0,0
"My husband will go out to Home Depot today with our daughter and purchase a christmas tree, and we will decorate all together tonight..  or shall I say,  I will sit and point, while the family decorates ..  no energy, but I am fighting to stay strong and MERRY.Going to my sister's house - where I can take naps when I get tired.",0,0
"Let us know
when you need the ""bus"".",0,0
I find my pets helped with my recovery a lot.,0,0
I did not have an oncotype test because I had positive nodes and large tumor.,0,0
... was <PERSON> and Etoposide with concurrent radiation.,0,0
I'm tired but i'm also tired of not doing much.,0,0
Somehow it helps me to think that when times are tough God doesn't want to have to cry alone.,0,0
Checking in to see how you are doing and what treatment they are giving you.,0,0
"I was stage 3, (lump was 2.5 cm) and also her2 pos.",0,0
"Thank you, same to you!Teresa",0,0
"Of course, if you are really good with imagery and start to chuckle, your Onc may begin to wonder if there is something else wrong with you...",0,0
Nothing ever showed up and after the 2 weeks the pain was gone and never came back.,0,0
"My husband was diagnosed with undifferentiated  SCLC, with mets to the brain and liver.",0,0
"Would like to invite him to everybody's party, denny, but we haven't been friends all that long.",0,0
I think the Sterotatc Radiation (gamma knife) is in store !,0,0
"I'll try and post what he tells me, so perhaps it'll help someone else going through this mess.",0,0
"Mass in lower lobe of left lung cancerous, confirmed by thorasic biopsy.",0,0
"Yeah, my doctor told me an hour a day, too.",0,0
The radiation shrunk it but didn't kill it so he still has active cancer at the original site.,0,0
"Please keep us updated.Strength and Courage,<PERSON>",0,0
Wow thought this looked like a good place to get first hand experiences but guess I was wrong.,0,0
Thanks I definetly believe in the power of prayer,0,0
Since getting my cath out I've been 100% Dry so I'm sure you will continue to improve in that area.<PERSON>,0,0
I'm not sure if he still does.,0,0
"This has been a problem my whole life, low blood pressure and thin veins that collaspe easily.",0,0
Then I went out for Chinese food and now I'm relaxing at the computer.,0,0
I always wonder about stupid comments and questions we have to face.,0,0
It was very nice message and very helpful!!,0,0
One year six months ago I was admitted for pneumonia and found I had stage II NSCLC.,0,0
My choice is clearly to work as long as I can.,0,0
"So far so good, my next lung ct is 11-7.",0,0
"Scared and anxious, this site is not monitored by anyone at any particular time.",0,0
But we hate to have what time she has left just fighting over cigarettes all the time.,0,0
This is a lot to deal with.,0,0
"Thanks for sharing the good results, Lighter.PS to all:  a guy at Lymphoma asked, because of my photo, if I feel like a Godfather.I told him ""no, I just like pizza, wine, Ferraris, and Sophia Loren.max",0,0
"Unfortunately, he was not eligible for a clinical trial that is being offered at cooper - they combine standard chemo with <PERSON> (sp??)",0,0
I will get Yervoy and <PERSON> again on 9/22.,0,0
I just had a ct scan yesterday and will find out where I stand when I get the results next week.,0,0
Some days my mind takes me right to the grave.,0,0
You rest and recover now.,0,0
"Hi, Looking for anyone who has been treated with",0,0
Presurgical MRI showed a spot deep in the left breast.,0,0
I lost my hair 14 days after the first treatment so I shaved it off.,0,0
My doctor just added the Ibrance and I finally got my prescription Friday so I have taken 3 pills.,0,0
I currently take oxycodone to supress it but that doesn't work completely.,0,0
Hot flashes .. a few mouth sore ..bearable.,0,0
But I would also feel guilty if something happened if he did chemo also.,0,0
"I was disabled due to a back surgery gone wrong, and left unable to work.",0,0
It concerns me that <PERSON> is the gold standard and we don't even get offered other options.,0,0
"I was treated for lung cancer, with mets to the brain.",0,0
It took from April until January to produce anything they could biopsy.,0,0
I'm so scared because he could be very advanced.,0,0
You gotta kill the cancer and prove the doctors wrong.,0,0
"decadron definately makes you wired, benadryl usually makes you sleepy, but you can have the opposite effect.",0,0
My husband and I had a huge fight last night over something minor and fixable.,0,0
What I was told was that they do not want to subject you to the chemo or radiation because there is no statistical proof that it will help.,0,0
"My dad, 91 years old, has lung cancer spread to liver and lymph nodes around esophagus.",0,0
That he could see the cancer on the ultrasound is an indication that your husband has a large volume of cancer in his prostate.,0,0
"I told her she could not take it, because she would have.",0,0
"I am glad, <PERSON> that you are near your kids.",0,0
You don't need to make your exchange at the time of your exchange.,0,0
Yet so heart breaking to think of losing them.,0,0
"Your experiences, stories, and support are changing lives.Megan",0,0
Could I get spoiled YES...LOL Love to all of you <PERSON>,0,0
"i too had dreadful sore mouth and burnt tongue,following four days of the shakes and feeling miserable, but not throwing up.",0,0
Yeah for the great news.,0,0
Also have you checked into new drug <PERSON>.,0,0
I saw it on the film at the surgeons office in October and it was a small pinhead size.,0,0
"My appointment took awhile, probably an hour and a half or so.",0,0
We mentioned this all to the Oncologist and was basically brushed off.,0,0
"I will be needed at work for the next couple of weeks, so there goes some of the lazy boring summer days!",0,0
I started round 2 of chemo and the tumor began to shrink to 4cm long and 2cm wide.It been that size since 02.,0,0
I guess the only thing to do is to go on the best one can in dealing with it.,0,0
"I also love black & orange for this month,too.",0,0
You give wonderful advice and for that I say thank you!!,0,0
"Others though, were led over to Satan who threw them into the burning pit.",0,0
They also gave a dose to the site where the large one was removed.,0,0
"My wife has NSCLC 3b (in remission) and Chronic <PERSON>, stage 3, (CLL) also in remission and has been in a major depression since Feb 06.",0,0
The sagga just continues with the strangest twists and turns...,0,0
I am here and out of treatment for 6 years and soon to be 7 years this may.,0,0
Messed up cancer cells grow up and divide too.,0,0
I am actually living in lovely connecticut just a little over an hour,0,0
I was diagnosed in July 2010 with Stage iv lung cancer nonsmall cell at age 45 with 2 young children.,0,0
All different types of people were there as cancer really doesn't discriminate.,0,0
"In July they found a spot ""on"" one of her left ribs and we started chemo again.",0,0
I wish there was something I could send by email to make it go away.,0,0
Now I feel damn good and hope like hell it continues.,0,0
I hope you are enjoying your special day.,0,0
"Hello Spicy and <PERSON>,
My name is <PERSON>MB and my Dad was dx with Neuroendocrine carcinoma around the end of Jan. 2007.",0,0
"I don't have time to type much now, but I am three months into a reconstruction after radiation with an expander.",0,0
"I know what it's like, cause I went through losing my hubby one year ago.",0,0
"I started my chemo on Feb. 1st, so it took a couple of months to set in.",0,0
"In reality, she is doing good.",0,0
Please try to find a caregiver support group near you.,0,0
<PERSON> you are such an inspiration to all of us.,0,0
"It is scary, but you can do it.",0,0
That site is a cool site for tshirts.,0,0
"I had planned on taking up mudd wrestling for excercise, now they went and spoiled that.",0,0
Keep me posted on hair progress.,0,0
I've been off the boards for quite awhile and was saddened to read about MamaG.,0,0
"<PERSON>, <PERSON>, Kids, Work, the <PERSON> how are you suppose to cope, This has got to be the toughest thing I have ever had to face.",0,0
"hi, thank you so much for responding to my concerns about my husbands prostrate surgery and the PSA levels.",0,0
I had no surgery but the tumor was reduced to scar tissue.,0,0
Have tumors in most of my torso bones & left lung.,0,0
I was really hoping to get to talk to someone here.,0,0
I'm hoping this surgery gets you back on the road to healing and feeling better.,0,0
Somehow I felt more honest with myself and to others by wear the hats and didn't feel like I was hiding anything as much as I felt when I was covered up with a wig.,0,0
Not too many honest people like her in this world.I will always miss her :(,0,0
Very good news that your scans were clear.,0,0
You have already been diagnosed with COPD bad enough to need an inhaler.,0,0
"Has anyone had this experience, would massage therapy help?",0,0
No fatigue and I worked through it all- full time.,0,0
I guess I can check with my oncologist there and see who she would recommend.,0,0
I was diagnosed with Stage 3A breast cancer at age 35.,0,0
That site is exactly what I was looking for.,0,0
Sometimes DCIS is low grade and stays put.,0,0
I was wondering if anyone else here has experienced this since after treatments.,0,0
"So, since 'red devil' is typically a breast cancer chemo drug, I hopped on here to find out more and ask questions.",0,0
I would apply an hour before treatment and felt absolutly no pain.,0,0
I'm glad to hear your husband is doing well-it gives me hope!,0,0
They will be removing my left upper lobe of my lung.,0,0
But he is going crazy with the hot flashes and still no sex drive.,0,0
She helped many through their trials and didn't speak much about her own trials.,0,0
<PERSON> you are feeling good after your surgery.,0,0
I di dnot have the energy to go on with my 9 month litany--lo,0,0
"May you live a long, cancer-free and music filled life.",0,0
Surgical team is supposed to call me back.,0,0
Thank you for explaining about the Pink Bus i didn't know what it was.<PERSON>,0,0
Family can be so disappointing but dont let it get you down.,0,0
I will pray right now for you and your husband for the outcome you want after the procedure.,0,0
So wonderful to see that he has done so well!,0,0
"You did not mention, is she on any drugs for depression.",0,0
"But the one thing that helped me more than anything else was a TV show called ""Dead Like Me.""",0,0
My sister-in-law has recently started treatment for a stage IIIA large cell neuroendocrine carcinoma of the lung with a tumor in the mediastinum.,0,0
Am happy that your Father was able to have his lung cancer removed.hope everything will go well for all of you..what does his Doctor say about the pain and rash...I know that sometimes there are a few problems when tryng to change.,0,0
I've had major numbness in my hands and feet after certain chemo's.,0,0
But I was wondering if this is as good as it is going to get?,0,0
"Got my biopsy on the same day, pathology results the next day and got my breast MRI done tonight.",0,0
I'm posting about the MRI--but it was good.,0,0
These uncertain situations are terrifying and exhausting.,0,0
I think it's wonderful that you reach out to the homeless and I'm sure she appreciated you sharing your story.,0,0
I'm terrified of needles as long as they are not for me.,0,0
My dad has been diagnosed with cancer unknown primary-adneocarsinoma.,0,0
And I am so glad to hear you are cancer free.,0,0
Dont know many my age going thru this.,0,0
I just woke up and I'm 'Yet Again' Abandoned!.......Woohoooooo Let's party!!!!!!!!!!,0,0
"It's so nice to have energy again!I too, am self employed.",0,0
Doctor told me I should have my daughters check with a mammogram when they're around 18.,0,0
and wishing each of you many more to come :D,0,0
"Stage 2b IDC dx Dec 13, 2005 at age 52",0,0
I hope that good news continues to come and I will keep you in my prayers that this is so.,0,0
Having lost my father I understand the hole it leaves in your heart.,0,0
ALso I get tired very easily....is this common??,0,0
" I was also treated for anal cancer, stage 2.",0,0
when it is something as serious as cancer.,0,0
Does any body have any experience of using this chemo?,0,0
Screaming and crying are all part of the deal.,0,0
"I am sorry, But I meant to ask, Where is chat, I can't find a link to it.",0,0
Char im sooo happy for you...that is awesome news...congrads!,0,0
..and I have just lost my eyebrows too.,0,0
"In fact, my friend, who was diagnosed a few years ago with lung cancer uses him and thinks highly of him.",0,0
I had a bi-lateral mastectomy with Trampflap reconstruction in 2001 at age 37.,0,0
I can't believe the same type cancer would grow in one spot and shrink in another.,0,0
Nothing to shampoo condition dye shave straighten or curl.,0,0
Almost 600 women were in the survivor photo!,0,0
But your friendship and courage is always with me.,0,0
Mom has been being treated for small cell lung cancer.,0,0
Such good news that your lymph nodes were clean!,0,0
I explained that my own self esteem would be challenged enough without seeing him looking at what I no longer had.,1,0
Keeping a positive attitude is so very important.,1,0
So I decided to stop making worry my life's work and make life my life's work.,1,0
I had a radical mastectomy of my left breast without immediate reconstruction.,1,0
i did complete my chemo and i'm sure glad i did.,1,0
And also...I have made a bit of a joke that helps me.,1,0
We've been told that some physicians may take offense to the request and deny.,1,0
"The problem with biopsies is that they cause side effects, sometimes serious ones.",1,0
"My buddy means the world to me and if there's any hope at all, I need to hear about it.",1,0
"You are right, the sooner you get started, the sooner you will be finished with chemo and we will all celebrate with you!",1,0
"she was and is (she is still here, only physical left)the BEST MOM I COULD HAVE EVER ASKED FOR.",1,0
<PERSON> to hear that your nodes were clean!!!,1,0
Ask for strength from him and I'm sure he'll listen.,1,0
You get a whole extra hour that weekend.,1,0
What Im trying to say is..Dont give up hope and look to God and the doctors.,1,0
I thought it was over when they told me that they had the whole thing.,1,0
I got sick of sitting around  called the head of Thorastic at Dartmouth up in Lebanon and got seen with in a couple days.,1,0
Anyone on taxotere and cytoxan have problems with watery eyes?,1,0
I visit the Inspire web site for lung cancer.,1,0
She thought that using lots of sunscreen -- way more than usual -- would prevent it.,1,0
"Flat belly - NOT, left stitches open and the scarring was thick and long and left with dog ears on left & right sides.",1,0
"Thank you, <PERSON>, for all you do to help other cancer patients by making these ""blankies"" for them!",1,0
"Plenty to worry about at home, and still concerned about all of us.",1,0
"One thing that helps me is knowing ""I will not always feel this way.""",1,0
I honestly looked better bald than with this sick looking new hair growth.,1,0
"You look beautiful and your hair looks good, too.",1,0
"<PERSON> to you, <PERSON> to you, <PERSON>, dear VickiSam, <PERSON> to you.",1,0
"I'm still very, very tired due to low white cell count.",1,0
If you don't get the answers you need then you should get a 2nd opinon.,1,0
Happy to hear good news...I think everything happens for a reason..some times we never find out..why....but i still go with that feeling..,1,0
I don't know anything about the Tarceva except what others have posted but it appears to have very good results.,1,0
"We achieved remission back in October 2016, five months after his diagnosis in May.",1,0
I was dx with <PERSON> and had a lobectomy of my right upper lobe.,1,0
Choose a healthy diet with a variety of fruits and vegetables.,1,0
The 4-5 hour surgery that instead went 7 hours is now over and is a success!,1,0
"You are a creative <PERSON>, and I can just imagine you making all kinds of unique and pretty arrangements.",1,0
"By all means be healthy, but I don't think anyone should be blamed for getting cancer because of their life style choices.",1,0
Any muscle imbalance can cause discomfort especially if you're not used to carrying heavy things.,1,0
"I'm 58, newly diagnosed invasive lobular low grade.",1,0
The radiologist who reads the scan has to report everything.,1,0
All of them will be wonderful and full of memories and love.,1,0
I feel so lucky to have done so well and wish that everyone could do as well as I have.,1,0
The miracle mouth wash that they prescribe is supposed to work for that.,1,0
I decided to go for a second opinion at Chicago's Northwestern University breast center.,1,0
I was told to use tea tree oil to try and keep them from drying and cracking.,1,0
They told me I would survive and I never lost hope.,1,0
Your doctors now seem to really care and want to get to the bottom of your health problems.,1,0
Get support from your friends and other loved ones.,1,0
I suggest that you sign up on the Ispire web site also.,1,0
"I pray the your dad will be a candidate for, and will have successful surgery.",1,0
Get some pretty spring flowers and put them in his room.,1,0
Our other family members are not local so when they come to visit it is very hard on our brother in law.,1,0
I stumbled on this site while trying to find a solution to my problem.,1,0
"Hopefully, the Taxol will be better for you.",1,0
All my doctors have been absolutely wonderful and caring.,1,0
"Keep wearing a tight bra support, even to bed.",1,0
i read on someones post that there is a 14 year sclc survivor.,1,0
It's wonderful to hear your appointment with your oncologist and lab work went great.,1,0
"<PERSON> the decisions are made, and you are on your way.",1,0
"My love, prayers, and best wishes go out to each and every one of you.",1,0
Now its been three surgeon appointments and my pre op next week.,1,0
Having bc is hard and we all need help at times.,1,0
Any information you have re:recovery I would apprciate.,1,0
Hope you saw the lights we left on.,1,0
I was fortunate that the lung cancer was found while having a follow up CT for another cancer.,1,0
"Did a lot of reading to find out why, had thyroid levels checked, added an Iodine suppliment to my diet.",1,0
"My dear husband now is in heaven, He was mi hero, he was my everything.",1,0
You are going to be a fantastic role model for your students and colleagues alike.,1,0
"If they were your friends or fellow workers, they might have felt more comfortable stopping you from exposing yourself.",1,0
As I understand it if margins aren't clear they get you back in for additional surgery.,1,0
Everyone here is really great and I look forward to hearing from everyone and getting to know you all.,1,0
"These days, 66 is a relatively young age for most folks.",1,0
It seem like you are a strong woman and deal with everything with a positive attitude good luck and stay strong.,1,0
There is no wrong decision here--just the one that is best for you.,1,0
I too had acid reflux along with phenumona 4 weeks after surgery but have gotten all my strength back.,1,0
I still have to push but I have more strength and that  didn't just happen.,1,0
Hi everyone and I would like thank you all in advance for any input you guys have.,1,0
Anyway I am glad you are healing and hopefully they get it in with no problems the second time around.,1,0
I was awake til 11:30 pm and up every hour on the hour to go to the bathroom.,1,0
"Hi, four weeks ago I had a lower left lobectomy.",1,0
I did and I never had mouth sores.,1,0
I also pray that it does the job I'm hoping for.,1,0
"He never got sick only tired, lack of energy.",1,0
<PERSON> you're finished with the first and probably worst phase of treatment.,1,0
I have been reading books on grieving and they have really helped.,1,0
We both were bald at the same time and we kept each other going forward and supported.,1,0
Of course its the weekend now and I'm left nhot knowing...,1,0
The smell of food did bother me but I maintained my weight through it all.,1,0
"The moral of my story is that if you start getting gunky-looking nails, get to a dermotologist IMMEDIATELY.",1,0
I was told that with what will be left it would equal to having one lung.,1,0
I sure hope that you can  get some relief with the prilosec.,1,0
I was relieved too when i got to the shingles part.,1,0
I was in college and I had two months left for graduation.,1,0
I got told to do my bucket list feeel free to post about different places,1,0
My nodes were clean so chemo wasn't part of my treatment.,1,0
She will go back (another 6 hour round trip) on Friday to meet with her doctor to get her prescribed chemo treatment plan.,1,0
All of these things expose the body to more estrogen.,1,0
I will continue to keep you in my thoughts and prayers.,1,0
It should be with a oncologist who specializes in lung cancer.,1,0
This site has been a wonderful source of info and support for me.,1,0
"But you are right, with my history, I'm sure they want to be extra careful.",1,0
"Always stay positive, it is very important for the people around him to keep him thinking only good thoughts.",1,0
"Went through the same thing <PERSON>, endoscopies looking for iny bleeds in the gasro area.",1,0
There are so many options other than surgery.,1,0
Hi Leeza -- Walk in there believing you will be OK. You are in my prayers.,1,0
I have no one else to turn to because my father adamantly refuses a biopsy.,1,0
"I also took Arimidex, ater completeing my chemo and radiation, from 2004 - 2007.",1,0
I am glad to hear that you and your family are true believers of God.,1,0
I will be praying and thinking of you!,1,0
hope you feel better after this treatment tomorrow.,1,0
You learn to thank God (either litterally or figurtively whatever you believe) for every day.,1,0
Wow...all I can say is that the people on this blog are really good people.,1,0
"By day 3 very tired, mouth tastes like wallpaper, no mouth sores yet, but gargle with biotene whenever I think about it.",1,0
"Continuing to pray for us both, we are all in his hands.",1,0
I also have asthma and so I do not breathe normally like before.,1,0
Thanks for letting me express how I feel right now.,1,0
"Keep me posted, as I said it feels good to talk to someone that understands.",1,0
lol  I just tried to nap and let the drugs do their thing.,1,0
"Sounds like a great day, and I wish you all the luck in the world.",1,0
"Well all I can say is either way if chemo is going to cause you any teeth problems they will still happen, trust me.",1,0
her imune system could not fight off anything but she lost very little weight.,1,0
"Wow, radioactive34, I can so relate to how you are feeling and am there right now.",1,0
"He thinks maybe I will get by with lumpectomys and radiation, but isn't sure till everything is checked of course.",1,0
cause you will find encouragement and uplifting words from your sisters here~ It's okay to party~ just not for a long time.,1,0
I think several health insurance companies now pay for gym memberships.,1,0
But remember that your nodule may not be cancerous (many aren't).,1,0
Wishing you only the best as you go through this.,1,0
Keeping my fingers crossed and sending you good vibes for continued sunny days.,1,0
The reasons were all valid to the <PERSON> expressing them.,1,0
"May God give all of you comfort, courage, love, healing and the will to get past this disease and conquer it.",1,0
"After what you have been thru, you can count of pain.",1,0
Just liquids for 5 months but he has horrible marble size mouth sores.,1,0
"Yes, you did the right thing <PERSON>!",1,0
"Thanks for the hug Claudia, it worked :)",1,0
We will all support and help you as best we can!,1,0
They also put her on a drug that was just approved by the FDA for sclc mets to the brain in August called temodar.,1,0
"Please know that you are not alone, we are all here to support you in your battle.",1,0
I'm more than 2 years down the road now and I have no signs of any cancer returning.,1,0
"He could walk 2 miles a day, he looked fit, and he said things were better emotionally and physically.",1,0
That is wonderful you both were best friends.,1,0
"My five year old barely gets it, my 16 year and my 20 year old is trying to be supportive.",1,0
plus I could use some good ideas for PT,1,0
"Anyway, i have gained lots of experience over these past years, so please feel free to ask for advice.",1,0
So there is hope out there and just keep the faith and don't forget to breath!!,1,0
She obviously instilled in you a strong fighting spirit.,1,0
"My birthday was on Easter this year, and I feel so glad to be alive!",1,0
"I think it is very powerful, very emotional, but, well worth seeing.",1,0
She / we tried everything possible from conventional treatment to radical clinical trials.,1,0
You were treated for what was presented to them.,1,0
