Sentence,Sadness,Split
She is doing great infact wasn't on a ventalator and was released last saturday from the hospital.,0,0
this may not be the case but just thought I would bring it to your attention.,0,0
It has spread to her stomach and the tip of her lungs.,0,0
Otherwise she seems to be doing well.<PERSON>,0,0
"Had mastectomy,hysterectomy and all lymph nodes removed on 6/6/06.",0,0
There are others who visit this site from time to time who have lived 10 and 20 years with adenocarcinoma and other lung cancers.,0,0
It was a mistake I made due to my error of judgement and the doctor's desire to fatten his bank account.,0,0
It is an amazing site filled with amazing individuals.,0,0
"depending on where the symptoms are, be on the look out for SHINGLES.",0,0
I hated leaving my dad by himself at the hospital.,0,0
I've been following your story like probably hundreds are.,0,0
"Anyway, i have gained lots of experience over these past years, so please feel free to ask for advice.",0,0
I find a lot of support from this web site during this very difficult time.,0,0
Doing my happy dance for you too Teena!♥<PERSON>,0,0
"Thanks <PERSON>, <PERSON>, <PERSON>, Pixie, <PERSON> and New Flower for your responses and support.",0,0
"I still have a few left but she will be here Wednesday, LOL!!",0,0
"I did have have shrinkage in the squamous cell tumor, but did not affect the right lung where I have adenocarcinoma tumor.",0,0
"Don't do the ""what-ifs"" ... since it will be using up energy you need to move forward.",0,0
"Major pain UNDER the operation site, like in the top rib below.",0,0
"It was a real surgery, and now I have this thing in my throat, chest.",0,0
<PERSON>...so wonderful to hear the news!,0,0
Had a pet scan 5 months ago found a spot on left lower lung,0,0
"To the one and only <PERSON>, I am honored to share birthdays with you and to join your March birthday family.Yesterday was my first birthday after treatment ended.",0,0
We were the same age and both Stage IV with liver mets.,0,0
I was petrified at the thought of someone having a go at my lung with a needle to say the least!,0,0
"Chemo was administered intravenously, on three consecutive days.",0,0
You are dancing with NED Pat!,0,0
My husband also had the malignant pleural effusion.,0,0
I am on Hospice and have been since Jan 09 when I suffered my 6th heart attack that took out most of my heart.,0,0
Thank you so much and I'm glad it touched you.,0,0
"Also on the Inspire site the stages are broken down into 1,2,3,4 and small cell lung cancer.",0,0
"I was just thinking about you the day before, wondering how you're doing, and poof, there you are!",0,0
Thanks it's nice to know I'm not alone.... but can someone else do the pancake thing???,0,0
Good luck I know in urgent situations medicare paperwork can be rushed .If you dont get anywhere call the dept.,0,0
"I am happy for <PERSON>, Jan",0,0
"I am so glad for your positive results, and be assured of continued prayer for the next phase!Blessings!Kathy",0,0
Well who really knows why for anything--Incontinent 3yrs 3months.,0,0
We have found your web site very encouraging.,0,0
That is how they found my 3rd stage lung cancer.,0,0
This way I was able to get it again.,0,0
"First, they are set at birth- like red hair, brown eyes, tall or short.",0,0
From your last sentence it sounds as if you are thinking of whole brain radiation - not the same thing at all.,0,0
<PERSON> is doing a clinical trial as a first line.,0,0
I am 6 weeks into my <PERSON> and <PERSON> treatments.,0,0
"Great to have you back, i haven't seen any of your posts for awhile and thought something must be wrong...... <PERSON> all is well now and your sense of humor is doing well also (luv it) Stay well ... <PERSON>",0,0
I have 2 very good cancer centers within a half hour drive.,0,0
"He didn't have leakage with the first surgery, but when he came back 2 wks after for his pulmonary function test he had a blow-out if you will from the chest tube site.",0,0
"I hoped a had a spectacular Birthday filled with love, laughter and joy.",0,0
"OMG, I went to your Expressions page and laughed so hard I was crying and hurting.",0,0
The only reason we found out she had cancer was because it had metastasized to her brain.,0,0
You might try Alfredo sauce on the pasta.,0,0
"My <PERSON>al web page is ""Grateful Survivor"", if you care to view it.",0,0
I am on low dose chemo they say.,0,0
Thanks to all for sharing all the useful info.,0,0
I will look at that web site...thank you for your prayers!,0,0
Keep us posted on your great progress.,0,0
There are many success stories on this site and I consider my wifes story one of them.,0,0
<PERSON> always understood and offerred her hope with grace.,0,0
And I wanted to see a breast surgeon asap.,0,0
"<PERSON>, hopefully you're working with a specialist now that you've had your PET Scan.",0,0
"As long as you work to get the swelling down, you should not have any lasting effects from the swelling.",0,0
Please visit the Inspire web site for lung cancer.,0,0
I am 2 years post treatment and did not have another PET until 3 months ago when my CT showed 3 areas of concern.,0,0
I can not believe these statistics!!,0,0
I am sluggish and in a bad mood when I skip my spinning session or my <PERSON>al training at the gym.,0,0
Thank you and God Bless for your help!,0,0
"When you don't want company, let them know it and don't let them in!",0,0
Appreciating any in put from you and hoping that god blesses us with a miracle this holiday season.,0,0
"Sorry I cannot remember, I gave my book to a friend who is battling this disease also.",0,0
They are a wealth of info and support groups.,0,0
I was wrong about the bronchitis fully clearing up.,0,0
No one except the thoractic surgeon has ever said they have seen anything.,0,0
"I found out, it is helping me more than I knew.",0,0
"“ A pleasant, unfortunate young woman.”  I found it humorous.",0,0
There are drugs that can inhibit this enzyme such as some antidepressants (SSRI's)  Lots of info about this at www.dnadirect.com and www.healthanddna.com (Genelex).Time for bed.,0,0
This site is awesome and the ladies are encouraging and outstanding.,0,0
merry christmas everyone and god bless you all.,0,0
"I hope you and your BreSt friends do good with your snow-cones, thats a great idea for a hot day.",0,0
"Try to get up when you can and walk around, this will help the healing process.",0,0
It makes me feel not so alone in this battle.,0,0
"Luckily, the drain has helped and she is breathing better and in better spirits.",0,0
Less than 24 hours and we were back in the ER yesterday.,0,0
These drug companies charge obscene amounts of money for these drugs.,0,0
Thirty days ago I had left lower lobectomy due a 2.1cm tumor stage 1a.,0,0
"After some hand wringing, I did it - simply cut the port that fills the baloon and it self deflates.",0,0
"Best to you and Merry Christmas,Carol",0,0
We get to hang out with you on your birthday weekend!!!,0,0
"I've been on iressa now since 2004, so I'm concerned about stopping the drug as it has worked well for me.",0,0
"As in the setting of initial biochemical recurrence, evidence-based treatment options are limited, and taking a risk-stratified approach is justified.",0,0
You can interview as many MDVIP doctors that are in you area until you find one you can work with.,0,0
I will ask why not me and get a better understanding as to why they aren't recommending it.,0,0
Thank you for sharing your info with us.,0,0
"But, if left untreated..it could turn into invasive cancer.",0,0
I havne't been on here for a while.,0,0
I might gain a days growth by mid November.,0,0
"My son's only concern was ,hes 10 ,that I would look funny without hair.",0,0
"I had rads after my lumpectomy, but, didn't have any hard lumps or anything from it.",0,0
"My uncle was just diagnosed with <PERSON> cancer, both right and left and liver cancer.",0,0
They wanted to admit me based on the EKG something was wrong with my heart and my oxegen level was below normal.,0,0
sounds like a good mix to me!,0,0
"Everyone, thank you so much for your responses - I carry you in my heart (to steal from e e cummings) - I read this site most everyday and send all good wishes to you for your kindness and support throughout this ongoing journey -and my thoughts are with you as we travel this sometimes bumpy road together - Connie.",0,0
The tumor was small and growing very very slowly.,0,0
It's much slower than any other site I go to Deb.,0,0
Happy Happy Birthday Mama G hope its a great one,0,0
I was diagnosed January 2007 with NSCLC and had my left upper lobe removed on February 13.,0,0
I do know that resistence is gradually increasing and I am getting concerned.,0,0
"Cancer can be beat, you and my sister are living proof.Many congrats on your news and thank you for sharing it.",0,0
Hang in there and I will send some posstive thoughts and prayers your way.,0,0
I'm praying your 3 month labs are 100% great.,0,0
Diagnosed with Stage 1 BC in the left breast on Sept. 10th.,0,0
I just read the Melissa Etheridge interview to which you refer.,0,0
I guess that is what we will always have to live with.,0,0
I am happy because i am cancer free but i am slowly recovering from the rib removal.,0,0
There was just too much info being thrown at me.,0,0
We have been told by both onc drs the only option was to try clinical trials...can't do that as she is too weak and side effects are unknown.,0,0
"Back at you sweetness.I have enjoyed your humor, your eclecticism, your observational abilities, and your strong spirit for what feels like years now.",0,0
I know how painful mouth sores can be...,0,0
"dmc,
I'll be thinking of you on Monday-hope you get an answer.",0,0
If I wasn't strong all the time I felt as if there was something wrong with me..like what right do I have to be angry and scared.,0,0
My adult children had to teach me much of what I now know.,0,0
Long term hope and remission sound like a very good prognosis to me!,0,0
I wouldn't listen to those stats and neither did those around me who supported me.,0,0
So i was only left alone at night to sleep.,0,0
My mastectomy was on the left side only.,0,0
Wishing you good luck for your surgery <PERSON>.,0,0
I have been in excellent health and an avid daily walker and health club member for 10 years.,0,0
I think those of you who work through chemo are amazing.,0,0
You definitely don't want to catch anything before that.,0,0
I am not dealing with this very well.,0,0
Talking with a clinical social worker who worked with my oncologist helped even more.,0,0
"I shouldn't have the glee that I have when my son tells me what his son did, but I can't help it.",0,0
I can also only use my left arm now.,0,0
Are you sure that you have to do affected side?,0,0
I'm going to pick him up a bottle!,0,0
Listen to your body and strike a balance between the exercise you need/want and what the body will take.,0,0
"I don't know exactly what for, but he says he has all his lung cancer patients do it.",0,0
The medicinal mushrooms are good...the medicinal mushrooms with AHCC are said to be better absorbed and digested because of their low molecular weight.,0,0
"Yes, my dad and I are very close, just like you and your dad.",0,0
"This does not mean you have a choice in taking it, but it would still help if people were properly informed.",0,0
I have an appointment for an MRI brain scan on monday and that scares me a bit.,0,0
My mom had tingling and pain down left arm.,0,0
Share those memories with another and you will feel the presence.,0,0
I also have the nodule in my lower left lung.,0,0
"They were a little concerned about it during my surgery; however, everything turned out fine.",0,0
"People said that I looked a lot better, too!",0,0
Other eyelashes were coming in ... but the old ones were coming out.,0,0
I did print out your kind reply and will study it very closely.,0,0
"I had to count on my daughter who was in school, and myself.",0,0
we were told the tumor had met the chest wall.,0,0
After 6 weeks of daily radiation and weekly chemo I had my nodes tested on the surgery table and by the Grace of God they were negative for cancer and I was able to have surgery.,0,0
No progression of the cancer was seen at all!,0,0
as soon as i open my mouth he starts with the angry comments.,0,0
He 57 years old and hasn't smoked in years.,0,0
"I have also come across men who refuse to get a digital rectal, a psa or a biopsy.....go figure.......Ira",0,0
You have had very good news I wish you the very best,0,0
"One during the day, and one at night.My only complaint is that they tend to cause me to get rather sweaty around the scrotum.",0,0
Still able to go out and ride a bicycle and keep working.,0,0
"This was posted on a blog I read from <PERSON> in Ireland - blog is called ""Journeying Beyond Breast Cancer.""",0,0
"Hi <PERSON>, welcome to the club no one wants to join.",0,0
I had just a little blood in my urine for a few days aftwards.,0,0
"Well, in my whole household (except for me, of course) of Native Americans~ that text made my <PERSON> really LOL!",0,0
"Some will gain control sooner than others, but at six months, ""what you see is what you get"".",0,0
"It is wonderfull to know about his 17th years as a survivor of this ""bandit"".I wish the best to you both and a continuous good progress in his fight.VGama",0,0
"Its great how you have such a sense of humor about all you have been thru...It's funny how you signed off with ""Hope and Humor"" cause after reading yours and others post on this site I have been trying really hard to try to apply some humor to my life but I have to admit I am way to serious of a <PERSON> and fighting very hard not to give in to the pity partys...",0,0
"A note to say hi, am thinking of you and hope you have fab scan today !",0,0
"I know many would not agree with me, but at the final stages if the doctors say it's terminal then how should it matter?",0,0
Funny seems people understand it better when an alcoholic or sex offender is not cured only under control with a chance of it recurring.,0,0
Treatment will likely need to begin soon.,0,0
"And, a candy cane in hot chocolate sounds yummy.",0,0
Hope you were treated like a Queen today.,0,0
My Doctor gave me the go ahead about 6 weeks after surgery for the prosthesis.,0,0
I am in a similar situation of the left lung stage iv cancer incuarable.,0,0
His chemo side effects were awful lost 30 lbs...hair fell out...weakness...numbness in hands and feet..ect.,0,0
"So, I don't think they can always find hot nodes on scans, especially if they're deep.",0,0
Please pray that the scan will be positive and all will continue.,0,0
"Hi edutchman, i like you have found it hard to contact others with this illness.",0,0
Tarceva works in 10% of the population that does not have the EGFR mutation.,0,0
Please read <PERSON>'s post to your husband and MAKE him listen!!,0,0
My levels have been dropping as low as 87 and up to 94.,0,0
"She turned out to have TB--a serious condition, but treatable with antibiotics.",0,0
So happy for you!Sue :),0,0
It keeps me awake if I take it a bedtime.,0,0
Hoping your stomach is better and that you were feeling well enough for chemo.,0,0
That is awesome so sorry it has been so hard,0,0
I am now totally bald and have no eyebrows or eyelashes and I am wearing turbins all the time.,0,0
"The circulation to my left arm was cut off, and it turned purple with gray spots.",0,0
I am glad that you are trying to get her out and about.,0,0
"You are a great daughter to stand behind your mother's decision, no matter how it disturbs you, and she is a very brave <PERSON> to make that decision!",0,0
I love that I don't have to worry about pimples anymore.,0,0
"I guess everybody, whether they've had breast cancer or not should get this test done.",0,0
Possibly Ambien could help you  asleep?,0,0
My periods took a holiday for about a years after chemo but then came back regular as clockwork.,0,0
Have those wonderful children of your's figure out the clinical trial and logistics of getting you there & back for this.,0,0
"Therefore, I underwent the same chemo treatments you are scheduled for but did not require the radiation due to the size of my tumor.",0,0
We got between 8.5 and 10 inches!,0,0
There are many causes of cancer and not all of them are known.,0,0
I wish you to get through this procedure and be ready on Feb 25 as you plan.,0,0
welcome-this is a great place..I wish I had look up info about this site at teh start.,0,0
If any one know is anything or has heard from her please let me know....I am concerned.,0,0
"I am all in,  bringing cafe au lait and Beignets.",0,0
My biggest concern has to do with the cancer spreading outside the prostate.,0,0
How sweet of her to take your experience and put it into words and all without your knowledge.,0,0
"I've read about this treatment, but would like to hear from someone who has been through it and their experiences.",0,0
"When we reached the ER, doctors refused to give her blood thinners because an MRI scan in June showed her stage four lung cancer has progressed to brain mets.",0,0
"I have replied to quite a few posts, twice to yours <PERSON> for buzzing your hair GOOD JOB.",0,0
Thanks for taking the time to respond - hope you all are enjoying a wonderful weekend!,0,0
Love to buy gifts for anyone and everyone.,0,0
"In 2012 while undergoing a check up for heart they saw a round glass nodule in my left lung, less than a centimeter, they did a vats biopsy and ot did turn out to be adenocarcinoma but it was cmpletely removed by the biopsy, yearly CT's have shown up ok.",0,0
i have talked to many other men who have taken lupron and they have gone thru some terrible side effects.,0,0
"Yes Ex Rock n Roller,
I was talking to you..LOL sorry not real sure how this site works just yet!I love your attitude, you are correct, why sugar coat the inevitable???",0,0
Hoping you had a wonderful birthday!Leeza,0,0
"From what I was told, it might take a month for them to really start helping, so, give it some time.",0,0
She was diagnosed with bc on her left side.,0,0
I am glad to hear everyone seems to get through it.,0,0
what stage>im just curious if they considered removal of affected lung or transplant i just had surgery May 2014 they removed 40% of my right lung and im not having any further treatment or special meds,0,0
Thank you for the response.,0,0
"all the fun you and Kev had on vacation .. Wow, nice photo's.Thank you for sharing with us.<PERSON>",0,0
My lung cancer is only a small leision in my left lung.,0,0
Although they have said he could expect a 1 year life expectancy it does not appear it will be any where close to that long.,0,0
"It is a gamble, but just blindly having procedures is alot worse.",0,0
"Remember, <PERSON> doesn't always kill everybody if gotten early.",0,0
I misunderstood my doctor when he initially spoke to me.,0,0
It's like these doctors didn't have a clue that he was dying.,0,0
"Prior to the thoracentsis, i had a ct csan and the dr said i prolly had pneomonia but no cancer.",0,0
"My hubby is making the chili, so, YEH for that.",0,0
I have been wearing the compression sleeve when working but by the time I get home I just want to take it off.,0,0
the rads are for cancer cells left in bc area.,0,0
I cannot attest to the stubborness of your dad.,0,0
For a while i lived on white cheddar popcorn and lipton citrus green tea.,0,0
Hope you enjoy your special Day to the fullest.,0,0
I would love to hear positive stories of survival.,0,0
I was in the bathroom for one hour - no lies.,0,0
It's great that your doctor is  being cautious and doing the ultrasound.,0,0
I didn't sleep except in spurts and everything seemed like a nightmare.,0,0
"Anyone in a similar situation, what are you doing?",0,0
"I usually check the site 3,4,5 times a day.",0,0
"Contact a medical social worker at a hospital, preferably a big cancer center.",0,0
We will be celebrating together because we will be NED.,0,0
"Might take me a few months, but I will be fine!",0,0
My husband has stage 3B lung cancer in his lyump nodes between the two lungs.,0,0
I am glad you got to go to the support meeting <PERSON>.,0,0
The doctors and I are trying to determine the cause.,0,0
Did you have any complications during the way?,0,0
I know of people taking Tarceva going into remission with cancer similar to your dads.,0,0
"We will be celebrating a 70th birthday for our best friend, and have had these plans in the works for at least a year.",0,0
""""":      Ya see, I'd rather be living perpetually stoned on morphine, or oxycontin, or (Hey, Ya!)",0,0
He left a little while ago like everything was my fault.,0,0
I am glad for you.take care.God bless.,0,0
Your plate is full and my heart goes out to you.,0,0
"It is a perfect time to plan for the holidays, let them host this year.",0,0
"Between scans, I hope you have fun!",0,0
"You have to be poor to qualify for ""entitlements"" that include Medicaid.",0,0
"Hope, love, and respect--a nice combo, eh?",0,0
I will keep you and your mother in my thoughts and prayers.,0,0
T be cautious we did an MRI.... about 10 weeks since her last.,0,0
I have advanced CRPC with bone metatasizes.,0,0
But it does give you time to prepare.,0,0
I have a lot burning feeling and belching.,0,0
She had such a great spirit and was so brave.,0,0
I had this surgery (RU Lobectomy) June of this year.,0,0
We are a bunch of survivors trying to help the many participating in this forum.,0,0
So it has been decided that we will take the risk.,0,0
I am sure <PERSON> does not think one gets cancer from telling lies.,0,0
You will look back eventually and give a sigh of relief when all the treatment is complete and then just the <PERSON> to take.,0,0
"With the help of God, and all of you, I know I will be able to cope with this.",0,0
My dad has been on chemo a few times his hair took about 2 months to come back but each time has been different first time it came back really curly!,0,0
And I am 49 years old.,0,0
"Needless to say, I'm scared and nervous about the future.",0,0
She looks amazing aside from being very thin.,0,0
"Then, a few months later, we purchased a new bed -- the ""sleep number"" one with the pillow top -- it helped my shoulder even more.",0,0
"Had lumpectomy, sentinel node biopsy and bilateral reduction last Thursday.",0,0
"Thanks for the great news, and keep us posted.",0,0
We were all scared and we get scared every time something different happens.,0,0
Your adult children are a burden on you.,0,0
"I was perscribed magic mouth wash first, you gargle and let slowly trickle down throat about 1/2 hour before eating, this helped.",0,0
My best friend was diagnosed with adenocarcinoma in June 2000.,0,0
Oh and the website is http://www.anticancerbook.com/,0,0
Any and all information regarding mastectomies would be great.,0,0
"Did any one knows about the Burzynski Clinic in Houston, TX?",0,0
"He said yes so we all need to be vigilent when we notice new lumps, aches and pains.",0,0
But I think you still need to check after a mastectomy.,0,0
But I was wondering if this is as good as it is going to get?,0,0
Hugs to you as you go forward with your mammo exam.,0,0
<PERSON> and I went to Pyramid Lake in Nevada which is on an Indian reservation and I thought of you pretty much the whole time.,0,0
I did very well with the chemo and radiation treatments.,0,0
"it has to do more with what facilities are participating in them and if you meet certain criteria to qualify (size, staging, grade, type, age, ER/PR status, etc.).",0,0
Also 2 of 17 lymph nodes were positive.,0,0
"I'm so glad that you left this message, not for me but for someone else that might be having the same problem.",0,0
"Hoping your day was filled with cake, ice cream, love and laughter!Sue :)",0,0
I told my doctors and they said it was normal.,0,0
I pray all goes well and very successful!,0,0
"She is 78 years old and healthy, except for this nasal and coughing of mucas.",0,0
It was completely contained in the prostate and it seems to me he would have been a good candidate for it.,0,0
When the white is low you are more likely to get sick from low ammune system.,0,0
Stay warm & cozy now--you deserve a rest!,0,0
"It is now 3 years since diagnosed, had ct-scan today and see Onco dr. wednesday (some scanxiety) .... Stay well all ... <PERSON>",0,0
Hope your day was fill with Love & Joy.,0,0
Some of you may have already read my story regarding my husband.,0,0
She took her last breath and died with all of us there.,0,0
I am 75 years old old and this is my 4th go round with the dreaded cancer.,0,0
My before surgery PSA was 58 no post op is undetectable... Gleason 7 (4+3) ... lumph node positive... stage T3b tumor with extranodal involvment and extracapuslar extension into the seminal vesicles.,0,0
"I am scheduled for surgery on 6/15 and the recovery plan after that.Upon catheter coming out I plan to ask him the inclusion of <PERSON> in the plan,",0,0
There is a good web site at John Hopkins brain therepy radiosurgery.,0,0
I've read there is a small risk but I don't know the percentage.,0,0
"But now, unlike even 10 years ago, the treatment and survival rates are so much better.You found the right site to come to for support, prayers, info etc.",0,0
I belonged to a support group and was scared by stories of others who had RP and had to also get EBRT later beacause their PSA started rising again.,0,0
They said she can't drive for an undetermined amount of time.,0,0
"She has a blood test the friday before she has chemo to check WBC and RBC levels, along with monitor kidney function.",0,0
"I'm heading off to checkup tomorrow, and it's always a scary thought.",0,0
Here is a site you may find helpful.,0,0
"Plus, I checked my frequent flyer miles and they have increased the miles on short flights.",0,0
"I certainly do pray like I never thought possible, but this is the epitome of being frightened.",0,0
I'm hoping to schedule a consult with a treatment center that offers CyberKnife treatment around that same time.,0,0
"As soon as I feel better, I will tell you all about the Hottie!!!",0,0
I started having real bad pain in my left wrist in May.,0,0
Now I am having a biopsy on my left breast.,0,0
the doc said 45% cure just would like to hear from people who have had the treatments.,0,0
The big issue is the underwire bras and other bras that are tight around the bottom.,0,0
"You are a creative <PERSON>, and I can just imagine you making all kinds of unique and pretty arrangements.",0,0
Results were good and lasted about two years without recurrence.,0,0
I'm 61 and proud of every minute of it.,0,0
"Hi BuzzzThere is one distinct difference between these 2 technologies, CyberKnife uses radiation which is gamma rays  to kill cancer cells, radiation contaminates any other surrounding cells that it comes into contact with.. HIFU is totally different because it does not use any radiation and only uses Ultra High Frequenscy laser which the Dr. uses to cook the cells effected which kills the bad cells, it's focused laser beam raises the temperature to 60 degrees celcius which kills the cells, there is no radiation.. don't get me wrong I think CK is a much better technology than the previous methods of radiation therapy which was beamed at the Prostate and other tissues which it also killed..  of course I am no expert but I know when I had my CT Scan everyone left the room because I was being <PERSON> which shows that radiation is dangerous to life...<PERSON>",0,0
"Sometimes, dare I say it (?",0,0
It doesn't smell nice but it really worked for me.,0,0
Yesterday I realized that I really have brain fog and poor memory.,0,0
I become very very tired with metallic taste and muscle and bone pain.,0,0
"I have never had a hot flash and they talk about vaginal discharge, weight gain?",0,0
I suggest that you sign up on the Ispire web site also.,0,0
"the key words are ""TAKE CHARGE OF MY LIFE"".",0,0
Taking it one step at a time...  Good luck w/ everything to all...,0,0
"I love the grand ones, they are such a blessing!!!",0,0
"A long-time date/friend expressed surprise that ""they did something to other breast too"" (the plastic surgery done on the remaining breast)",0,0
I love you all for being so concerned about me.,0,0
"Some of what to look for are redness, heat, pain, orange peel skin, inverted nipple, enlargement and nodes enlarged.",0,0
They were sure I was going to drop dead of lung cancer any minute.,0,0
Had the top left lobe of lung amd cancerous lymph nodes VATS removed.,0,0
"When I checked my temp then it was 97.3, so I wasn't too concerned.",0,0
So glad we all had time to be there with you today....we await results!,0,0
"Did a lot of reading to find out why, had thyroid levels checked, added an Iodine suppliment to my diet.",0,0
The results came back as squamous cell carcinoma - in the lung.,0,0
She is a very strong girl and pushing sooooo hard.,0,0
"I turned red all over, with little white bumps and it was very itchy.",0,0
"Oh My Goodness, I knew you would 'GET IT'................Thanks for proving me right AGAIN!Hugs Jxxxxxxxxxxxxxxx",0,0
I guess they are going to leave that up to me is my guess.,0,0
I love that kitty dancing.,0,0
"We all know how scary this is, because we have all been there.",0,0
We bowl and golf and ride our bikes...but it is hard not to think of what happens next.,0,0
"If your retirement is anything like mine, They may pay you a lump sum for the rest of your accumulated sick and vacation days.",0,0
It is nice to hear some thing good once in a while.,0,0
I got a rash and it turns out that means the stuff is working.,0,0
"Also, <PERSON> (the old original capsules) can really know you out too.",0,0
Yes it is a very scary diagnosis but is not necessariy a death sentence either which is where we allgo to in our mind initially.,0,0
Im really worried and scared but this experience made me closer to God.,0,0
I looked and looked again...IT WAS MY NEIGHBOR on the ground!,0,0
I think you should ask more doctors before deciding.,0,0
I was dx in June 2010 with same condition and exact treatment it looks like.,0,0
hope you feel better after this treatment tomorrow.,0,0
Please go to the inspire web site and find the lung cancer section.,0,0
Also remind her that there are people who have had cancer who choose to have lumpectomies and are doing fine.,0,0
"No more worrying for you, and no more obsessively checking my Sister In <PERSON>'s posts for me!",0,0
I just watched the video and I can't think of a more beautiful tribute to <PERSON>.,0,0
"Later, for extremely dry mouth I used biotene (sp) mouth rinse.",0,0
Just finished my last 12 hour day for a while.,0,0
was the previous photo really you?,0,0
I am learning more by the hour from this site!,0,0
Our sisters are so wonderful!,0,0
I had 4 rounds of Taxol / Carboplatin.,0,0
Our winter has been very mild.....not the first snow flake!,0,0
I can't blame him for not trusting the va,0,0
"Vicki, whether it's a few sisters or all, I'm so glad you didn't go through this alone.",0,0
plus I could use some good ideas for PT,0,0
"Hi, My mom is treated first with chemo, then radiation , after chemo, she seems OK, without serious side effect, but when doing radiation, she
coughs more, doctor said its normal, and is one of the side effects, is that true?",0,0
Thank you for the video m-star!,0,0
They worked for almost an hour to get his heart going again.,0,0
Praise the Lord for His goodness and mercy!,0,0
My arms were getting wire-like black hairs on them.,0,0
She has just been diagnosed with breast cancer with lymph node involvement.,0,0
"We haven't consulted Dr. <PERSON> yet...a little concerned as if he recommends something different, we have the Canadian system and doctors' very different beliefs to contend with.",0,0
Take some time to celebrate as you have certainly worked for this.,0,0
"Still very very emotional, some days very positive and optimistic, other days, very sensible.",0,0
I am on West Coast.,0,0
"This we didn't know, so it did catch us off-guard.",0,0
"In all honesty, she has been a blessing.",0,0
I'm very happy for you that they were able to remove it.,0,0
You will be in my prayers every day....,0,0
My pleural effusion was drained as an out patient procedure.,0,0
did she have lymph nodes removed?,0,0
How long will my husband be receiving chemo.,0,0
"Made it through with flying colors - I was pale, then pink now a little more colorful.The surgery went well and Dr. was happy with the removal and very happy with the new connection for the bladder (hopefully that means good for incontinence recovery).This is day 5 after surgery (Tuesday) and each day is so much better than the day before.",0,0
<PERSON> chocolate fudge ice cream with chocolate syrup (not hot fudge) -- <PERSON>,0,0
I was just diagnosed w/ lung cancer but don't know stage yet.,0,0
"I am very stubborn and dont like anything to be""the boss of me"".",0,0
I just instantly think of tulips!!,0,0
I just dont want to sit and wait if I should be doing something about it.,0,0
I offered to make it a pajama party!!,0,0
I am just losing my hair now after my second chemo treatment.,0,0
He said that his surgeon felt like they had gotten it all during the surgery but that some rogue cells were still there apparently....,0,0
"I know you've been through so much getting to this point, and wanted to add my congratulations for your accomplishment.",0,0
All is coming back now but I started losing eyebrows and eyelashes again.,0,0
"Little unnerving and uncomfortable at first, but you get use to it.",0,0
"I am so glad I found this board, you all have given me so much hope for both my sister and for myself.",0,0
My scalp felt better after the shave too.,0,0
God Bless You.... My dad was diagnosed with lung cancer in November of 05.,0,0
End stage of life care is called palitive care.,0,0
"We took her back home and gave her an authentic Native American burial, this was the only thing she asked for.",0,0
They too plan on 6-7 weeks of treatment.,0,0
I forgot that some DQ's have chocolate ice cream!,0,0
When you think you can't stand your thoughts anymore surprisingly you will have a more positive day.,0,0
Just got PSA results......0.1 YAHOOOOOOOO!After surgery last May & radiation (37) that finished in late Dec.,0,0
I am always scared i have lungcancer or mouth cancer and i am going crazy with worry.,0,0
People were surprised to hear of my three cancer diagnoses.,0,0
"I'm here to say I'm not holding on, I'm thriving.",0,0
Oh I want some of those chocolate martinis!,0,0
I just had left breast  mastectomy about month 1/2 ago.,0,0
"I looked back at the last 18 months, and I feel I've really accomplished something.",0,0
I am worried that there is pressure somewhere on his brain.,0,0
"left knee, hips and mid and lower back.",0,0
Your husband is a wise and compassionate man!,0,0
"I just finished my 4th and final <PERSON> treatment today, so hopefully I won't have to be bothered with this much longer.",0,0
Good luck to your Mom and to you.,0,0
"Today is a new day, and thanks to you all i have renewed hope and strength.",0,0
"Hugs to you and yours,  <PERSON>",0,0
I am still surprised since very fair skinned.,0,0
"Of course, no one knows what the long term effects of testosterone therapy are, especially with prostate cancer patients...so,
7.",0,0
Merry Christmas and a Healthy New Year........  Love You All ... Dan620,0,0
I'm going for that trip around the block now!,0,0
"I had chemotherapy, a mastectomy (left side) and radiation.",0,0
Lots of hugs and prayers coming to you!,0,0
"3 months out of my reconstructive surgery and one of mine ""settled"" while the other didn't.",0,0
"He is doing well, keeping his weight and has good spirits.",0,0
I have been blessed so far with my coverage.,0,0
It attacked every area where my arthritis hurt really bad.,0,0
Had WBRT end of June for 10 days.,0,0
That day is my grandsons 3rd birthday so that is a big day for us!!,0,0
"I was thisclose to hugging everyone I saw in the parking lot on the way to the car, too!Traci",0,0
"It is nice to know there are other people out there with advice and support, because as much as I research this disease it is still hard to accept right now.",0,0
well medi i am glad to hear you are doing well and that your latest scans were good.,0,0
THESE QUESTIONS.BUT I THOUGHT SOMEONE MIGHT HAVE SOME IDEALS.THANK YOU AND GOD BLESS YOU.LOVE AND PRAYERS.,0,0
I just want to say I think you are a very corageous woman and you are absolutely beautiful!,0,0
She started cycle 4 today with this good news.,0,0
I am sure they will post a reply to you about it.,0,0
"My husband had a PSA rading of 58 before RP and a Gleason 4+4 after RP Doctor had said he would need radiotherapy because lymphnode biposy came out positive.today, i month after radical prostatectomy he got a PSA of 0.54?I dont know if this  PSA result is good outcome or not.Would radiptherapy help?",0,0
