Sentence,Disgust,Split
"When I was originally diagnosed they also saw a spot in my right lung but the oncologist said not to worry, he said he didn't believe it was cancer but they would keep a close eye on it.In Feb.'11 my CT showed ""subtle changes"" in my lungs, May CT scan showed the changes were ""more distinguishable"" so they did a PET scan which showed a 2"" tumor in my right lung plus activity in my left lung and lymph nodes in the center of my chest.",1,0
There are more modern factors contributing to cancers 4.,1,0
So now I have to move an entire house and a 2 car garage machine shop all by myself.,1,0
Everything seemed to taste like paste.,1,0
"As a man with prostate cancer who has studied this a great deal, I believe that without getting a PSA test(s) that many men will not be diagnosed in a timely fashion, and as a result will be diagnosed when it is too late....many will die.Unfortunately there is over treatment among men who have been diagnosed with low aggressive, low volume disease who as a result suffer serious side effects.",1,0
I will be following up with her if anything changes.,1,0
"HE Has arranged to move out tomorrow, this is final, after his attitude towards me tonight, less than an hour home from work....",1,0
I ended up having to get up several times a night and either walk around the house or sit in a chair for a while before going back to bed and laying on my right side again.,1,0
"No more worrying for you, and no more obsessively checking my Sister In <PERSON>'s posts for me!",1,0
"Also how did they found out it was an infection, did they do a biopsy?",1,0
I feel like such a polyanna to have believed she was doing better and that her dr would find something to help her.,1,0
But I am very skeptical of anything that smells/sounds like a conspiracy theory.,1,0
Spammer back again under new name (what a low life) Cancer survivors come here for help and this '>^%$#&* keeps thier questions on back pages.,1,0
Waiting for those test results every few months would have been brutal for me.,1,0
i just feel like i am watching him die and i cant do anything to help him.,1,0
"We all have felt, angry, scared, fearful, determined, depressed,hopeful, stressed, see just by listing the feelings, they go up and down.",1,0
My Appointment was at 2pm on Friday.,1,0
I can't blame him for not trusting the va,1,0
"Maybe thats why doctors said there is nothing they can do for him, if he wouldnt help himself.",1,0
"Went to the barber shop yesterday for my 6 week hair cut and it was filed with guys from 45-70 (including the 4 barbers)…Stuart who has been cutting my hair long than my youngest (16 years) asked how my surgery went… <PERSON> him a few details and a guy in his 50’s waiting to get his hair cut said “…you are too young to have PCa…” “..so you wearing diaper now…hah ha…” …oh so you can’t have an orgasm anymore….”  And a few other choice things….Interest, he asked at the end of his comments what my <PERSON> score was and what was my PSA…now on top of this most of the guys at the barber shop were very uncomfortable about this discussion of PCa (a couple actually voiced it)You would think this guy was a Class AAA jerk but I listened then responded….I showed him I was not wearing diapers (since he made such a point of it … gave him a “moon” too), I informed him I knew guys  in their 40’s with PCa…I let  him know that a guy of his age he knew little about sexuality and told where orgasms came from….I told him my <PERSON> pre and post and that my PSA was only 2.82….He got white and said “your PSA was to low to have PCA…”  I assured him that it was not and went over my post surgery pathology with him…Anyway the guy with attitude and basically ridiculed me admitted to a PSA over 10 and a biopsy he did not want to discuss….",1,0
I'm pretty sure it's because the doctors removed the majority of the cancer along with your lobe :),1,0
One woman made the comment that she felt like people were afraid of bald women.,1,0
It was about 6-months of inhumane hell before it even started subsiding.,1,0
"lost my left breast, with thru chemo and rad.",1,0
DOES THIS MEAN HE SHOULD HAVE HAD SURGERY IN THE FIRST PLACE OR AT LEAST AN INVESTIGATIONAL DRUG IN THE FIRST PLACE!!!!!,1,0
"Thanks <PERSON>, <PERSON>, <PERSON>, Pixie, <PERSON> and New Flower for your responses and support.",1,0
This Cancer is very aggressive and I just feel that no one is being honest with us as far as his Doctors only his PA has reached out to us.,1,0
"Major pain UNDER the operation site, like in the top rib below.",1,0
I've been told the prostate has some enlargement but I don't think enough to be of concern.,1,0
"And he hates us nagging him, I dont want to make him more mad so I dont ask.",1,0
Sounds like you blazed the trail for her and I'm sure provided all your wisdom along the way.,1,0
Both lasted about a year and a half and were quite painful.,1,0
The scan showed that I have ostopenia and so I take Caltrate twice a day and a generic Fosamx once a week.,1,0
"My expanders were inflated to the max before radiation, and were left that way.",1,0
"This will show if it's working.....I have to believe it is...both visually and by being able to feel the two places, they appear, to me, to be smaller...no idea of the other nodes that I can't feel....sooooo as long as there is no progression of the disease I will remain on this drug....My oncologist may back the dosage off as the reports he's getting from the trial is this upped dosage is kicking everyone's butt!",1,0
"Spend time asking HOW...how am I going to beat this little bug, both physically and mentally.Physically, it is going to have its way PBJ.",1,0
"His last rad treatment was 10/5/11.My dad is so scared,angry,then quiet,what a terrible roller coaster.So then my dad will have to decide about chemo and what else, I dont know...this is hell.",1,0
I've noticed I'm more word-confused on days I'm more than usual tired.,1,0
"uuuggghhh everytime I eat anything my mouth hurts, it's a ***** I tell ya.",1,0
"I gained weight due to steroids given before chemo day, it made me eat like a horse for a day or two, then rest of days were like normal pre treatment.Steroids were for imflamation caused by chemo drugs, which made me cough during infusion, steriods eliminated this problem.",1,0
"After responding so well to carbo, alitma, and avastin, my last pet scan brought devasting news of new cancer spots.",1,0
"If you dont have  nursing care, and you cannot handle ""milking"" the drain, enlist one of your family members to do so.",1,0
The school is still out whether it is atypical mets or something else..,1,0
Thanks Carole and thanks for all your repliesI just found this site and thought i would share my good fortune with you and i must tell you i am 71 now and expect to live a lot longer as 14 years ago when i was diagnosed i thought my life was over and i must also tell you the consultant/surgeon told me i was a star having survived this long but i had to say to him he was the star that made it possible--he just smiled--best regards,1,0
"Had been stage 3 bc, diagnosed Dec 07.",1,0
The first VA doctor's kind of over reacted.,1,0
I think I moped for 2 weeks after I heard you were having problems again.,1,0
"Then I went to my family doctor, who prescribed a strong anti-depressant to take just before my head hits the pillow.",1,0
"I am sure the very small minded people that develop these system invaders never gave ""us"" a second thought.",1,0
The problem with incontinence is more difficult to overcome because it depends on the skills of the surgeon.,1,0
2 WARRIORS in 1 family - awful.,1,0
Worried that chemo will damage my immune system more.,1,0
LOL.I'm tired of the waiting since I was diagnosed back in late March.,1,0
"My brain is in such turmoil I forgot to give the most important information.I am age 47, female & a non smoker, however I grew up and worked in family hotel so had extensive & quite extreme exposure to smoke from age of 6 !",1,0
I did not have to endure the Red Devil but I hear it is a mama.,1,0
In March of 2012 I found out that I needed surgery on my spine.,1,0
I have it and I can't stand it.,1,0
"There is a place to do this - your user account page has a section to post ""resources"", post pictures, etc.",1,0
I just finished chemo about 3 weeks ago and now I am doing herceptin every 3 wks for a year.,1,0
It's a very bad idea and the only reason to perpetrate a bad idea is to fulfill a bad agenda.,1,0
"He didn't have leakage with the first surgery, but when he came back 2 wks after for his pulmonary function test he had a blow-out if you will from the chest tube site.",1,0
I somehow missed most of the drama but came in on the posts from survivors that found out that they had been played with.,1,0
"I'm metastatic HRPC, so this study does not apply to me, for example.",1,0
"However, those two things alone you fail to comment back to multiple inquires...based on that I guess no one has any reason to believe what you post - simple logic.",1,0
"We first noticed a large lump under her jaw area, but being that she was recently hired her medical insurance had not yet been effective and had to postpone going to the doctor.",1,0
hi I am 1 month post op from having the majority of my left lung removed.,1,0
"Even though I am fair,  this single hair is black,  and it's stiff as baling wire, and it's curly.",1,0
Just Wednesday she had her first chemo session with <PERSON> and Carboplatin.,1,0
Haven't found the right dosage - it hasn't worked yet.,1,0
"But you are soooo right, these people who pray on the vulnerability of others are truly cowards, I am a licensed Mental Health Professional and I know from which I speak.",1,0
"Gonna b honest w/, when the doc gave me the diagnosis I was ready for the answer, I already knew  in my heart that I was destined to this invasion.. but I'm not gonna let it define me...   By the way, how r u doing?",1,0
"But this last two weeks I have been struggling a little and find that although people are helpful and all, they really don't understand what it means to have cancer.",1,0
My survivor friends did pick up my goodie bag and I am wearing my survivor shirt right now!,1,0
"I spent the 5 hours in the ER, got her home and in bed and then I cried like a baby.",1,0
This morning not only is that muscle sore but it feels like it has moved down into my right arm from the shoulder to the elbow.,1,0
I cant bring myself to look at my scar yet.,1,0
Some find it very tiring.,1,0
I try morphine but it just made me sick.,1,0
They are a wealth of info and support groups.,1,0
I was reading the web site but I'm confused.,1,0
Spent a week acting on what you all told me was right and still ended up doing his job.Now shes ok(girl's realy got a great outlook)and im just upset...she still wants to stay with him...i dont feel i can trust this man.Any comments?,1,0
"Bloody hell mate, you sound very chilled about the whole thing.",1,0
"SmythcrI had 2 treatments in March, after 2nd treatmet they stopped because of pain.",1,0
I am not sure I would term what I am doing suicide but I can fully understand why someone would look at it as such.,1,0
"What <PERSON> warns about concerning China is also true, in an even more evil and devastating way, with ALL pet treats/snacks made in China.",1,0
I don't want to see anyone deal with constant leaking.,1,0
"At first, it is very trying, but the more one does it, the easier it gets.",1,0
"she thinks just because she has money she can flaunt the fact she is gay  and bad mouthing people who have cancer,  Hey at least that gal she criticized made  it through.",1,0
What was the point of posting so much spam in a language that very few (if any) who come here could read?,1,0
My sister was diagnosed w/ stage 4 nsclc w/ 2 small lesions in brain.,1,0
I am the kind of <PERSON> who wants to know what might lay ahead of me!,1,0
"   Hi <PERSON>, I hate the cold.",1,0
my dad was just diagnosed with lung cancer e-mail at vanessagill141@yahoo.com,1,0
Very little pain as they deadened the area that the tube was going to run thru.,1,0
"my barbara got dx sclc july 07, upped to ed nov 07 and still smokes just shy of a pack a day.Im speachless, as shes young(43) and we have two small kids...but like you said, i dont need to be fighting with her about this",1,0
I have stage 3 and they also want to remove my left lung.,1,0
My PSA was 5.5 in 1996 and has been jumping up as high as 11.5 a few years ago but then back down to a low of 6.0  The 1st two biopsies came back negative and the last on in March showed 1 core positive (40%)and 11 cores negative.,1,0
"I'm sure he is not taking the meds correctly, as he seems to be always in pain on the left side of his chest.",1,0
I am not done with my current treatment (herceptin) and just don't feel like dealing with something else on top of this.,1,0
"It is ugly, vile and wicked--just as all the other cancers.",1,0
It wasnt red it was dark colorgel consistancy..,1,0
Have you gotten second opinions from oncologists at other hospitals?,1,0
The radiation did kill all the cancer in my prostate but it had already spread so the advantage of the radiation was probably of no real benefit and did nothing for my quality of life.,1,0
I realize there are no cure alls out there believe me!,1,0
On the chemo the liver tumor grew 15% in 45 days versus 25% in 20days before we started the chemo.,1,0
She underwent the PCI and said that was the worst part of her treatment.,1,0
"As bad as he was, he would most likely have been in much much worse pain.",1,0
"All of us...every single one of us has some sort of disability.....none of us are perfect....it's attitude....look at the donut, not the holeWith the way things are going on this thread, not only should  we be blindfolded, but we also need to turn the lights off.",1,0
"I wouldn't call mine 'lumpy bits' but lumps and bumps yes.....I believe it's the muscle and tissues after surgery that harden and need to be massaged, they will get better I'm told in time......time.......what a wonderful thing eh!",1,0
Impotence with hormone t sucks John,1,0
My husband and I have both noticed that I am showing signs of chemo brain.,1,0
"I had 33 sessions of radiation therapy and have to use oxygen when I sleep, upon exertion and when travel by plane.",1,0
The mass fills most of his left lung with *clusters* of spots below it.,1,0
I was put on Gabapentin and have taken it over a month and still have the sensation of walking on rocks and it seems to be getting worse.,1,0
First I was so tired and sick from chemo.,1,0
"Will continue to keep him in my prayers, along with the family.",1,0
I am happy because i am cancer free but i am slowly recovering from the rib removal.,1,0
"I would say to not worry too, but, I know you will/are, just like any of us would.",1,0
I think your mind is really made up to do the bilateral.,1,0
after all I would feel pretty stupid if this was a big mess-up on thier part and I paid the price because they ( the surgen) gave me answers that made me feel all well and good.,1,0
"And, you look forward to having your breasts removed to make your girlfriends jealous in 10 years?",1,0
"As I read <PERSON> post, accuracy of the PCA3 pee test is NOT the issue.His doc just thinks that taking the PCA3 test will improve the likelihood that the insurer will approve <PERSON> for a Tesla 3 MRI.",1,0
"I got hand & feet rashes from taxotere, but nothing when i was on A/C.",1,0
It has spread to her lymphatic system and her heart.,1,0
It would do more harm that good and what are they going to do?,1,0
This morning I had to blow my nose and was somewhat surprised to find that my output was entirely bloody.,1,0
i'm scared for my kids.as well as for me.,1,0
"It sounds to me like your doc has simply somewhat paniced himself, and wants to start throwing treatments at you.",1,0
"We would also have to get referrals  through our family doctor, by then we would be due for our CT scan.",1,0
"Many, many new sisters, anxiety about aches and pains, new scans, MRIs, first chemo treatments, hair falling out...",1,0
I have not worked since my surgery due to COPD in the right lung.,1,0
Between each treatment he has had some severe side effects.,1,0
I would definitely get a second opinion on the situation.,1,0
No pain on the left side at all.,1,0
Cancer found on x-ray when checking for lupus (still don't know if she has lupus but doubtful).,1,0
chemo didn't work so now they want to try the pill .does any one have any info on this.,1,0
A few days after my 2nd taxol infusion ... the tops of my hands turned bright red ... itched and burned like heck.,1,0
I am not 100% convinced that most lung nodules are benign.,1,0
I know I'm not a doctor but it is so irritating!!,1,0
The surgeon removed the nodule and a portion of her upper left lobe.,1,0
Find the practitioner you trust and put yourself in his (I assume) hands.,1,0
We are the ones who pay the DRs.,1,0
It had shrunk more than half the size.,1,0
I've never heard of anyone else having it done.,1,0
"I totally agree that the FDA, America Medical Association and various “non-profit” cancer groups are not doing us too many favors…At the end of the rainbow it is all about the almighty dollar not  us…It is tragic that we have to take the position of  “caveat emptor”…However, this cancer has 24 varieties and is deadly for many men with a fast and painful death too... Give often to the Prostate Cancer Foundation (the most active one out there for all of us with Prostate Cancers)…Best  to all",1,0
Ask your mom's oncologist for the safety fact sheets with all the drugs they are blending for her.,1,0
1st post op PSA at 4 weeks was 26.,1,0
That's preety much the jift of it and my only problem is I can't stand seeing my wife suffer.,1,0
I have no other flu-like symptoms such as a stuffy nose or fever.,1,0
The day before I shaved I had hair everyone in my house.,1,0
It is a plastic cylinder with a hose and mouthpiece attached.,1,0
I just told the doctors lets get after it!,1,0
I don't know how much more of this I can take.,1,0
"Some lung cancers are faster growing, but most doctors are still comfortable waiting up to one month between diagnosis and treatment.",1,0
I have to shave my face more than my legs!!!,1,0
Please let me know your experiences with this.,1,0
I will be gone Tuesday Sept. 30th and back Sunday Oct. 4th so it may be awhile before I can get back to you.,1,0
I am glad that you had your surgery and pray that the pathology report gives you the answers you seek.,1,0
Ten weeks after treatment I still have 24 hour headaches .,1,0
"whenever you read the side effects and it says to call than you call, you cant go back and wish you did.",1,0
"I have also come across men who refuse to get a digital rectal, a psa or a biopsy.....go figure.......Ira",1,0
"If you ever get a dr that wants to give up on you run and find another dr. my first onc told if my cancer came back there was nothing that could be done, if it wasnt for the 2nd onc I wouldn't be here writing this good luck you are in my prayers.",1,0
Just because someone smoked does not mean that they deserve cancer either.,1,0
"From what I heard so far, she had a 5cm tumor,now down to 4cm.branches wrapped around her lung and its stable.",1,0
"good idea to delete selenium and the vitamin e supplements.....a recent major studies shows that they are contributors to prostate cancer.we have developed threads on diet , etc which you may wish to readIra",1,0
"just wondering did she receive any treatment has she survived with just smoking, i will never understand this disease I quit 23 years ago and I am 2 1/2 weeks out of surgery yet my husband keeps smoking you would think that after seeing what I have gone threw he would quit",1,0
It took almost a year for the hormone therapy (plus scar healing from radiation)for me to get back to where I believe I started the whole process.,1,0
"I think they help to maintain a steady state, and not use up valuable energy with sadness, worry and anxiety.",1,0
He took his time and answered all our questions.,1,0
"My dad would call me about storms as well, along with rain,snow etc.",1,0
"I can not eat red meat at all, I vomit.",1,0
"you dont look good today""    Eva",1,0
And your lymph nodes were clean did you say?,1,0
i am really going to be curious how this all goes since she was given 3 months to live 1-1/2 month ago.,1,0
Those drains are a real PAIN!,1,0
The aching and heaviness were incredible.,1,0
I wonder if your husband is as confused as you are?,1,0
Two years ago he had to have an operation and radiation for prostrate cancer and feared he would have to cancel his well-loved trip.,1,0
They were going to do me every 3 weeks and changed there mind I think I need to go 3 so I have time to get strong 2 weeks has been rough on me in so many ways  yuk my stomach is so bad........,1,0
"I don't ask someone with breast ca if they took hormones,didn't breastfeed or drank alot!",1,0
It took him about 15  mins.,1,0
"Some day in some way he will pay for the way he has treated you.We are here for you
<PERSON>",1,0
"It's <PERSON> awareness month..... No race for the cure, No wear <PERSON> it's a shame",1,0
Most recently I was using as many as three pads a day.,1,0
But especially for you because no one things about the caregivers and how hard,1,0
"When your blood counts go down after chemo, you often feel wiped out.",1,0
I'm very sorry for your loss...you will be with him some day.,1,0
The Dutch would NEVER indugle in such frivolity!!,1,0
"Stay strong, you will soon be soooo happy again.",1,0
I tried and tried to quit smoking to no avail.,1,0
The hormone shot causes a complete and total shutdown of all things sexual among other things.,1,0
"<PERSON>...nope if <PERSON> is a problem, this would probably cause domestic strife, too.",1,0
I just don't know how they treat mets from ACC.,1,0
they are not addictive and you can get off them when you get your feet under you and a little time passes.,1,0
I had a mastectomy of the left breast and immediate reconstruction this past January.,1,0
"I've accepted that because the family doctor chose not to offer or discuss PSA screening, my husband will die from PCa.",1,0
It has been since 2008 (last time I remember sleeping through the NIGHT) so now it is just my way of life..I have not come out and asked for sleeping meds but NOT ONE has offered.<PERSON>,1,0
I had a painful left breast (not a palpable lump).,1,0
"And u can call social services and ask for ""home bound"" social worker visit.",1,0
I feel that any way you can make yourself believe in wellness works and that some things do help.,1,0
Just to let you know that you are not alone.,1,0
He doesnt mind doing things of his choosing as long as it's done in his time frame.,1,0
"I am doing what your suggesting and taking a step back to see wher ethis will all go, trying to get as much information as possible and make that informed decison.",1,0
The more you cough the more you are short of breath which is the worst feeling in the world.,1,0
"Well, sometimes being honest means it isn't always positive and can be very dark.",1,0
I had Taxol #2 and I can't sleep.,1,0
"It grew back in brown and gray so i colored it brown and I look like my grandma, with her short curly hair, which makes me look OLD!",1,0
"Janet,This waiting time before surgery is agonizing.A couple of things:  they can't really tell the size of your tumor until they have completely removed it.",1,0
<PERSON> we have this site to discuss it all.,1,0
"I did not look into insurance coverage, because if I choose him or any other surgeon outside of my coverage, I'd have to pay for it myself.",1,0
"Unless you want some slimeball using your email to sell Viagra, you should remove it now ;-)I don't know of any private cancer clinics that have a consistently good reputation, but here's a .",1,0
I looked the surgeon up in Rate a Dr.after the fact and the news was not good.,1,0
"I've read about this treatment, but would like to hear from someone who has been through it and their experiences.",1,0
I know how it feels to be scared like this.,1,0
I have not met many.,1,0
There are no lung cancer support groups in my area and like so many others who have or are survivors of lung cancer or are a care giver to someone with lung cancer we suffer in silence.,1,0
I believe each cancer survivor is an individual with individual needs and unique circumstances.,1,0
Dr. <PERSON> is my hero in matter related to prostate cancer.,1,0
"Please continue on the CSN site, there are many here who can support you during this most difficult time in your life.",1,0
"I'll catch you one of these times, though.",1,0
my dad was diagnosed w/ lung cancer non small cell stage 4 in june 2007. the cancer metastized to the brain and adrenal glands.,1,0
My point is that the doctor's statement is very vague.,1,0
My son's best friend who is 25 has been diagnosed with stage 4 lung cancer.,1,0
Otherwise he is just shooting in the dark.,1,0
"I have a certain part of my chest, an area of my stomach and the scar on my stomach that is so tender and sensitive that I also want to tear my clothes off.",1,0
"I was down to 97 lbs due to stress-I work in a school and parents would say to me ""you have to eat , you look like you are dieing""HOW DID they not know I was not sickly-and just stress?IF I HAD been deathly ill I am not sure HOW I would have taken it!Denise",1,0
"I also hated the carb free diet, especially in that I had a case of the 24 hour flu on Saturday night, and the last thing I wanted Sunday was meat.",1,0
"I hate cancer and I sure hate what it has done to good people, like you.",1,0
Listen to you body and if you feel like going to bed at 6:00 and sleeping until 10:00 a.m. just do it.,1,0
I have read the trials in Europe and the results are amazing if you can trust them.,1,0
"I had the left lobe (stage 1) removed on Aug. 31, 2016.",1,0
I also fought leukemia for 10 years as a child -- this is my second round with cancer and my maternal grandmother had BC.,1,0
I would NEVER put up with that behavior by your oncologist/radiologist.,1,0
"I was not going to comment on this one but perhaps this is some twisted entry…think about it “p wright”…Just negativity with no details or response to the groups inquiries…If not, sorry but I would suggest some counseling…just my 2 cents...best to all",1,0
Right now they have chemo scheduled for next 5 weeks and radiation for the next 14 days.,1,0
"If it is, the pneumonitis may require treatment before proceeding with Imfinzi.",1,0
It is now 11 months into it and I am still not finished.,1,0
The site that <PERSON> posted is an excellent site with so much information about everything.,1,0
I also have NSCL with brain mets I had whole brain radiation and am on tarceva 2 of my tumors are gone and the other one is 1/3 the size I was told I am stage 4 but feel great and going strong,1,0
It is very hard to tell what is the treatment and what is the general anxiety this bloody thing causes.,1,0
"My worse side effects were after all my treatments were done, then really bad fatigue that lasted for about 5 weeks.",1,0
"I wash my hands with Purell religiously.I also get very fatigued after each chemo treatment; it moderates somewhat after a few weeks, but then I have to have another treatment.",1,0
The surgeon said surgery is not an option because of the fluid.,1,0
"I do understand that those of us with a cancer diagnosis want to reach out to others and often the last thing they want to talk about is cancer..I'm 51 years old and even though I am pretty computer literate I don't have any experience on chat sites so I was a bit thrown off when I got on the site, was warmly welcomed, asked what they were talking about and the topic of conversation was sex..by no means am I a prude but it was ""how often""  ""when was the last time""..etc..thats when I decided the discussion boards were more for me..I am not judging here and I know one negative experience should not taint the entire site it just threw me for a loop I guess at a time when I didn't need another loop to be thrown at me!",1,0
It coats the throat and also helps with constipation.,1,0
"Ugh..I was so tired and knew I had so far to go yet.I always wore an underwire bra, but, had to stop wearing them during rads as the underwire irritates the skin.",1,0
I had absolutely no clue or signs prior.,1,0
That being cored thing is not as wonderful as it sounds.,1,0
It is very overwhelming and down right scary.,1,0
"However, I still have to wear a light-to-moderate control pad (Dignity ThinSerts), and lately they are becoming less effective.",1,0
"My sister has been newly diagnosed with small cell lung cancer, extensive stage.",1,0
I had an even longer wait.,1,0
Presurgical MRI showed a spot deep in the left breast.,1,0
My husband was recently diagnosed with bladder and lung cancer.,1,0
"UPBs are not perfect and can entirely miss finding <PERSON> (false negative) but the procedure is cheap and relatively simple to perform in a doctor's office; albeit uncomfortable with possible side effects, such as infection and bleeding, as you already know.Given the rise in your PSA levels over the past 18 months, you need to find out if this change has been caused by <PERSON> or just an enlarged but benign prostate (BPH).",1,0
"It is really a computer science/technology problem, not a medical problem as such.",1,0
"Not to be rude but it seems as if people only offer support here if someone has cancer and after they die no one has nothing, no advice to offer?",1,0
"Those risks are not limited just to ""some discomfort"" and ""possible incontinence"" following surgery and, if that's all he thinks may happen, then he hasn't been properly informed.",1,0
"!Darn those Muggles~ they never will get it, unless they get ""it""...and I don't wish that on anyone.",1,0
"He was forced to rent a room from his ex-wife, in the house he purchased over twenty years ago.",1,0
I find it hard to imagine that a Doc would offer any statistic without being asked and all he/she can do is predict to the best of their ability with the information that they have based on your questions - bottom line - don't listen even if you asked the question and did not get the response you wanted to hear - we are all possibly the one in one hundred that makes all the best predictions laughable - hang in and fight - we will be here with you all the way... - connie.,1,0
"Hi,
""Morbidity"" should read ""mortality"" instead.",1,0
"So far through this, I have found that some people just don't get it, and other people just don't have the emotional strength to be able to help.",1,0
"I had temporary ADT during IMRT Radiation, 3 months.",1,0
It's really hard to keep busy when your activities are so limited.,1,0
she is still NED:::: 14 months after stage 3b colon cancer...,1,0
"When I came home, food nauseated me even though I knew I needed to eat.",1,0
I think because we were gearing up to stand beside our sister through her new battle .....it wasn't supposed to end like this...so suddenly and unexpectedly.....I have cried all day...,1,0
I only had metalic tastse from the carboplatnum and I did get nausea from it.,1,0
Has he been fitted for a compression sleeve or any compression garments?,1,0
"He was screaming and yelling at me.... <PERSON> it was my fault I had to stop working, because I got Cancer.......????????????",1,0
"Others though, were led over to Satan who threw them into the burning pit.",1,0
"my mom is starting chemo on Monday, I do not know what type  yet .",1,0
"I was ordered to have 33 treatments, after 22 my skin looked like I had walked through a fire.",1,0
Right now I am at the low point.,1,0
"My father died 17 years ago-after his surgery it spread to brain, liver and bones.",1,0
T be cautious we did an MRI.... about 10 weeks since her last.,1,0
"The doc said it was okay, but then the nurses at the chemo ""lounge"" (as we call it) said it was unusual.",1,0
I had cisplatin which is a much harsher chemo agent.,1,0
While spending time with him earlier today I was told that his O2 stats were very low in spite of the intubation.,1,0
Somehow I felt more honest with myself and to others by wear the hats and didn't feel like I was hiding anything as much as I felt when I was covered up with a wig.,1,0
I do have a selfish SIL that at first I tried but really no longer care is her problem.,1,0
We just live life to the fullest every day and are thankful for every day we do have.,1,0
I hope you post soon to let us know how you are doing.,1,0
Mine is fairly low but well above bra line.,1,0
"from several options that were available to you.........yes there a Doctors, and those who call themselves doctors........we simply have to research and educate ourselves....from what I have come across by others, I find that there are many doctors that are incompetent and/or those who are financially motivated.<PERSON>",1,0
I have since learned that there was no good reason to be on it so long.As time passed the effects of hormone ablation became extreme.,1,0
I was wondering if anyone else here has experienced this since after treatments.,1,0
"Tomorrow I get a needle in my upper abdomen, which makes me nervous.I am told with this injection I will get worst before better.",1,0
"My, I do hate those shots.",1,0
"I, too, was diagnosed before stage 1 and left lower lobe was removed via VATS.",1,0
Like mine at 0.9 is not good and growing some whereYour dad is young and he can handle some of these new drugs.,1,0
I di dnot have the energy to go on with my 9 month litany--lo,1,0
He was diagnosed in Fall of 2001 and it had already spread at that time.,1,0
The upper lobe of my left lung was removed.,1,0
I know you can't be laughing at the very serious subject of those ornery eyebrow hairs that insist on popping up on my chin.....=^..^=,1,0
There is also a lot of anger issues since I was only 60 when the <PERSON> diagnosed the pc.The anger I am dealing with but how do you bring about a sense of control in your life when you have no control over the cancer returning?,1,0
At least it's making it easier for me to deal with it.,1,0
"The radiologist seemed very ""proud"" of his work.",1,0
I get sick of this too.,1,0
I went through a BMX/reconstruction/chemo and divorce all at the same time.,1,0
Maybe because chemo has knocked me around so badly and I don't have the courage I once did to thumb my nose at it.,1,0
His incession is 4 inches wide and it goes from his rectum all the way up to his stomach.,1,0
She signed her own DNR with a DR about one hour before I came to visit.,1,0
I hope your mom is doing better,1,0
Waiting is a pain in the rumpoli.,1,0
"Same here on all accounts.Take care,<PERSON>",1,0
"This time it will not be a needle biopsy like the last one, instead they will send a tube through my nose and into my lung.",1,0
My father in law has just been diagnosed that the lung cancer spread to his brain today.,1,0
The cancer had metastasized to my lymph nodes and spine.,1,0
I know it takes courage to get out!,0,1
Welcome to this wonderful site full of support and encouragement!,0,1
"Just got my psa test back, came in at less than 0.1.",0,1
I am 66 years old and all but one of my male friends are dead.,0,1
they left a few stray nodes when they did the mastectomy.,0,1
"I don't won't them to worry , but I do want them to understand my sickness.",0,1
My sister just left the hospital today after masectomy & lymph node removal.,0,1
"Your main goal to be healthy right now may have put others to the back for awhile, but that doesn't mean you have given up, just that you are waiting.",0,1
Try this website: http://scielo.isciii.es/pdf/urol/v60n4/en_robotica9.pdfWhen I asked my surgeon at <PERSON> about some of these different techniques he said if your surgeon is good he will be keeping up with the latest techniques and including in their surgery.Another <PERSON>,0,1
i had my surgery in sept. 2003.  no psa rise until one year later.,0,1
I just signed into this site and hope I am posting this correctly.,0,1
She obviously instilled in you a strong fighting spirit.,0,1
"You didn't need this on top of the upcoming hysterectomy, but let's think positive and assume it's a benign cyst or something.",0,1
"I love the grand ones, they are such a blessing!!!",0,1
And we are learning a lot from you.,0,1
On Taxol ALL remaining hair on body left.,0,1
She has just finished her 4th round of chemo Cisplatin/Etopcide and is doing well.,0,1
I left the hospital after 3 days with 3 drains.,0,1
"Hi <PERSON>, and welcome..I understand how you feel about missing a loved one.",0,1
"I had similar treatment about a year ago, I was in pretty much awesome physical shape when diagnosed (other than the obvious!",0,1
"Not something were thrilled to hear, but am sure you will breeze through it, keep us posted on what route your going to take, you do have many options.",0,1
Are you going to be talking <PERSON> weekly?,0,1
Thank you for the information and I hope your husband beats this monster.,0,1
Tell your husband thanks for his input too!,0,1
"Omg, I haven't thought of bunco in forever.",0,1
I am now on maintenance with Alimpta thru my port once every 3 weeks and still take the <PERSON>.,0,1
"It is scary to get a diagnosis of cancer, but it is much worse to miss it.",0,1
"The final diagnosis is ""Right Upper Lobe Wedge resection #1 adenocarcinoma with bronchoaleolar features with 2 lesions.",0,1
Needless to say we both left the office shocked and devastated!,0,1
"I've seen this suggestion a couple times when search the different discussion boards, but need confirmation.",0,1
What a smart little one.,0,1
" Very happy moment
Hugs to you and your family",0,1
"This is a good place to come, but not alot of traffic.",0,1
I had a hysterectomy several years ago including removal of ovaries.,0,1
I guess it depends on if you plan on getting in your full eight hours.,0,1
"Was not satisfied with nurse call to increase Norco intake up to max prescribed.I can't believe that according to my surgeon ""the least invasive surgery is robotic assisted"" still put me thru a lot of painful experiences that I do see end for my pain.",0,1
I was diagnosed with Stage IV Lung Cancer and have pleural effusion too.,0,1
I told hubby that when all else fails just start crying....they all softened attitudes when they saw how upset I was.,0,1
